LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-30,-46,3868162,2020-07-13 17:12:42.516973,51,-82.8
22052d,-21,-46,16976638,2020-07-13 17:12:43.828734,1,-37.8
54fc2b,-29,-36,125563415,2020-07-13 17:12:54.686758,62,-73.8
22052d,24,-45,131743427,2020-07-13 17:12:55.307878,21,-34.2
22052d,-11,-44,134576585,2020-07-13 17:12:55.592132,8,-36.9
22052d,22,-45,137906167,2020-07-13 17:12:55.925764,27,-36.0
22052d,19,-47,292828736,2020-07-13 17:13:11.411048,40,-38.7
22052d,-28,-45,321204924,2020-07-13 17:13:14.252675,21,-65.7
369322,-34,-45,332825108,2020-07-13 17:13:15.409798,1,-86.4
22052d,20,-44,345479538,2020-07-13 17:13:16.677557,45,-37.8
22052d,-5,-44,360999238,2020-07-13 17:13:18.230179,29,-36.9
369322,-31,-45,380640338,2020-07-13 17:13:20.193061,17,-79.2
22052d,-5,-44,484948894,2020-07-13 17:13:30.625718,74,-42.3
22052d,-7,-45,512947400,2020-07-13 17:13:33.423359,23,-36.9
22052d,22,-45,530829468,2020-07-13 17:13:35.214348,41,-36.0
fce02e,-41,-48,554321238,2020-07-13 17:13:37.564856,1,-79.2
22052d,-8,-40,622546697,2020-07-13 17:13:44.385247,22,-36.0
