LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
b8a8b8,-26,-36,14915496,2020-07-13 17:12:43.593144,78,-79.2
22052d,15,10,16171137,2020-07-13 17:12:43.717019,16,-42.3
22052d,16,-44,73481137,2020-07-13 17:12:49.454043,10,-41.4
b8a8b8,-28,-45,89804311,2020-07-13 17:12:51.085429,58,-81.0
22052d,-13,-45,128761282,2020-07-13 17:12:54.973454,2,-44.1
b8a8b8,-28,-45,139266922,2020-07-13 17:12:56.021189,76,-81.0
b8a8b8,-26,-45,159192862,2020-07-13 17:12:58.015701,64,-68.4
22052d,-8,-46,167400211,2020-07-13 17:12:58.837454,25,-45.0
22052d,16,-44,214417560,2020-07-13 17:13:03.537347,9,-41.4
22052d,-7,-44,231274003,2020-07-13 17:13:05.223231,10,-45.0
b8a8b8,-28,-46,279356743,2020-07-13 17:13:10.033626,58,-81.0
8ababe,-30,-46,286763119,2020-07-13 17:13:10.773880,2,-82.8
22052d,15,-43,324355045,2020-07-13 17:13:14.532026,8,-42.3
22052d,-8,-45,326261584,2020-07-13 17:13:14.723771,10,-40.5
22052d,-13,-44,349959528,2020-07-13 17:13:17.093784,2,-42.3
22052d,-9,-46,388783300,2020-07-13 17:13:20.975298,25,-43.2
369322,-31,-45,404328077,2020-07-13 17:13:22.529685,9,-83.7
b8a8b8,-29,-44,405243628,2020-07-13 17:13:22.622058,26,-81.9
94fe51,-41,-45,431986314,2020-07-13 17:13:25.295199,5,-84.6
a8df82,-38,-46,463393553,2020-07-13 17:13:28.433339,5,-90.0
22052d,-1,-41,473532939,2020-07-13 17:13:29.448335,15,-42.3
22052d,15,-44,479291182,2020-07-13 17:13:30.026091,21,-42.3
22052d,16,-45,540514289,2020-07-13 17:13:36.147117,19,-41.4
22052d,15,-39,610700837,2020-07-13 17:13:43.163649,10,-42.3
