LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
36161c,-41,-45,20263087,2020-07-13 17:12:44.127163,20,-67.5
b8a8b8,-34,-45,43034157,2020-07-13 17:12:46.405053,27,-66.6
22052d,-2,-45,47949429,2020-07-13 17:12:46.892683,16,-57.6
22052d,-8,-44,94050372,2020-07-13 17:12:51.502096,15,-63.0
369322,-30,-46,106937916,2020-07-13 17:12:52.796237,12,-76.5
b8a8b8,-31,-46,184110394,2020-07-13 17:13:00.514810,26,-56.7
b8a8b8,-35,-44,194491475,2020-07-13 17:13:01.550194,68,-87.3
22052d,-3,-46,197681098,2020-07-13 17:13:01.871212,8,-56.7
369322,-31,-45,296730349,2020-07-13 17:13:11.775170,12,-83.7
22052d,-6,-46,319389616,2020-07-13 17:13:14.041181,19,-58.5
8ababe,-31,-46,368099721,2020-07-13 17:13:18.912471,52,-83.7
22052d,0,-47,373701487,2020-07-13 17:13:19.474478,26,-55.8
58a5cf,-41,-47,392291166,2020-07-13 17:13:21.330993,76,-90.0
8ababe,-29,-46,431288384,2020-07-13 17:13:25.230655,52,-81.9
22052d,-5,-47,436990977,2020-07-13 17:13:25.801407,26,-55.8
cafb81,-41,-46,482064732,2020-07-13 17:13:30.306824,8,-79.2
22052d,-4,-41,496164786,2020-07-13 17:13:31.719109,22,-59.4
22052d,-12,-26,498933672,2020-07-13 17:13:31.996846,9,-37.8
22052d,-10,-46,535364048,2020-07-13 17:13:35.638623,77,-60.3
369322,-29,-46,536932666,2020-07-13 17:13:35.795377,47,-81.9
8ababe,-28,-33,549204324,2020-07-13 17:13:37.024387,12,-75.6
369322,-28,-46,568773180,2020-07-13 17:13:38.978657,47,-81.0
369322,-32,-43,612535763,2020-07-13 17:13:43.353322,12,-80.1
22052d,-8,-42,622531242,2020-07-13 17:13:44.356955,22,-63.0
