LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
b8a8b8,-30,-44,269104,2020-07-13 17:04:13.986788,0,-82.8
47b364,-24,-42,12856726,2020-07-13 17:04:15.347419,76,-77.4
47b364,-24,-45,37480920,2020-07-13 17:04:17.808804,53,-77.4
b8a8b8,-28,-44,43279830,2020-07-13 17:04:18.389059,59,-81.0
794d80,-42,-46,59012540,2020-07-13 17:04:19.963188,43,-45.0
22052d,-7,-44,60453709,2020-07-13 17:04:20.109819,13,-58.5
b8a8b8,-28,-45,82606497,2020-07-13 17:04:22.322445,35,-55.8
b8a8b8,-26,-44,136355350,2020-07-13 17:04:27.699110,57,-79.2
47b364,-26,-46,161655490,2020-07-13 17:04:30.226615,51,-79.2
47b364,-24,-45,211256602,2020-07-13 17:04:35.187501,69,-77.4
214ac6,-28,-46,225532472,2020-07-13 17:04:36.614889,4,-81.0
47b364,-22,-45,231106532,2020-07-13 17:04:37.169765,57,-75.6
22052d,1,-45,231419662,2020-07-13 17:04:37.204015,10,-54.9
47b364,-26,-45,317921312,2020-07-13 17:04:45.852299,49,-79.2
47b364,-25,-45,329044521,2020-07-13 17:04:46.965807,76,-78.3
22052d,-18,-45,368462199,2020-07-13 17:04:50.907573,5,-54.9
b8a8b8,-29,-45,377109858,2020-07-13 17:04:51.773456,45,-81.9
214ac6,-30,-46,382419505,2020-07-13 17:04:52.305460,19,-82.8
47b364,-25,-45,403121383,2020-07-13 17:04:54.372089,71,-78.3
47b364,-31,-46,410464327,2020-07-13 17:04:55.106471,47,-83.7
214ac6,-31,-45,439894832,2020-07-13 17:04:58.047855,13,-59.4
22052d,-10,-45,461237570,2020-07-13 17:05:00.187490,3,-54.9
7fb09f,-38,-41,467516545,2020-07-13 17:05:00.814492,9,-78.3
22052d,2,-45,490316743,2020-07-13 17:05:03.088632,16,-54.0
b8a8b8,-31,-45,527215293,2020-07-13 17:05:06.783766,69,-83.7
47b364,-23,-42,531523620,2020-07-13 17:05:07.216146,73,-76.5
50532b,-40,-44,547762465,2020-07-13 17:05:08.839410,42,-89.1
62ffae,-41,-45,577859201,2020-07-13 17:05:11.848043,72,-92.7
214ac6,-23,-34,583192106,2020-07-13 17:05:12.380914,14,-76.5
47b364,-27,-45,590221697,2020-07-13 17:05:13.086798,37,-80.1
3f2f64,-40,-44,610212453,2020-07-13 17:05:15.087178,57,-77.4
