LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,3,-43,20286395,2020-07-13 17:01:21.164487,20,-53.1
22052d,5,-46,21148690,2020-07-13 17:01:21.250989,5,-51.3
a9f811,-42,-45,53441630,2020-07-13 17:01:24.478621,69,-91.8
22052d,3,-42,96047832,2020-07-13 17:01:28.738504,17,-53.1
22052d,-16,-46,96067836,2020-07-13 17:01:28.740656,17,-53.1
22052d,-8,-44,106303218,2020-07-13 17:01:29.764883,27,-63.0
22052d,-3,-46,121022225,2020-07-13 17:01:31.238260,26,-58.5
22052d,-1,-46,146409822,2020-07-13 17:01:33.774766,20,-56.7
22052d,4,-46,175158108,2020-07-13 17:01:36.648894,1,-52.2
22052d,-11,-46,225278250,2020-07-13 17:01:41.662410,4,-52.2
22052d,5,-44,225558297,2020-07-13 17:01:41.690910,4,-51.3
22052d,5,-46,229471472,2020-07-13 17:01:42.083552,8,-51.3
22052d,-7,-46,262190184,2020-07-13 17:01:45.352294,25,-58.5
22052d,-7,-36,266302401,2020-07-13 17:01:45.766800,29,-62.1
22052d,-9,-45,271704074,2020-07-13 17:01:46.305047,3,-53.1
22052d,1,-46,273007467,2020-07-13 17:01:46.433171,20,-54.9
0a3002,-42,-46,276988117,2020-07-13 17:01:46.834927,24,-66.6
22052d,-9,-46,289991520,2020-07-13 17:01:48.135179,21,-54.9
22052d,-11,-46,296913472,2020-07-13 17:01:48.824431,44,-63.0
22052d,3,-44,342813112,2020-07-13 17:01:53.416808,11,-53.1
22052d,3,-45,349683608,2020-07-13 17:01:54.103698,2,-53.1
22052d,-2,-42,350875405,2020-07-13 17:01:54.224317,19,-55.8
22052d,3,-45,363683897,2020-07-13 17:01:55.501448,16,-53.1
369322,-33,-46,368439034,2020-07-13 17:01:55.980070,5,-85.5
22052d,1,-13,384597011,2020-07-13 17:01:57.594701,21,-54.9
22052d,0,-42,426932794,2020-07-13 17:02:01.822955,16,-55.8
22052d,-18,-45,426952812,2020-07-13 17:02:01.825178,16,-55.8
22052d,-9,-45,440069980,2020-07-13 17:02:03.143086,45,-63.9
22052d,-2,-48,475387612,2020-07-13 17:02:06.673844,17,-55.8
22052d,4,-45,494957984,2020-07-13 17:02:08.630476,5,-52.2
22052d,4,-40,519744587,2020-07-13 17:02:11.108854,14,-52.2
c83c75,-41,-45,524611354,2020-07-13 17:02:11.596482,3,-57.6
22052d,-5,-45,531869487,2020-07-13 17:02:12.324736,26,-60.3
22052d,1,-43,543474498,2020-07-13 17:02:13.481111,6,-54.0
271cae,-40,-45,553654314,2020-07-13 17:02:14.497111,48,-89.1
22052d,-7,-48,578386896,2020-07-13 17:02:16.973619,25,-60.3
22052d,-10,-14,598370732,2020-07-13 17:02:18.970495,45,-64.8
