LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-11,-45,1734439,2020-07-13 16:54:53.005338,49,-49.5
22052d,12,-42,22226158,2020-07-13 16:54:55.052861,22,-45.0
22052d,11,-40,24850826,2020-07-13 16:54:55.317979,9,-45.9
22052d,9,-45,83402110,2020-07-13 16:55:01.170638,20,-47.7
22052d,14,-46,98201850,2020-07-13 16:55:02.649648,19,-43.2
47b364,-28,-46,152959516,2020-07-13 16:55:08.128432,58,-81.0
22052d,-12,-45,176629297,2020-07-13 16:55:10.492946,50,-48.6
22052d,-14,-47,356776670,2020-07-13 16:55:28.507693,72,-68.4
22052d,-8,-46,423227537,2020-07-13 16:55:35.152478,44,-48.6
22052d,-9,-38,462424086,2020-07-13 16:55:39.073991,20,-45.0
2067ff,-32,-45,524190188,2020-07-13 16:55:45.250155,50,-84.6
47b364,-28,-45,580534110,2020-07-13 16:55:50.887065,59,-81.0
204ff3,-41,-46,607746114,2020-07-13 16:55:53.605951,23,-90.9
