LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-14,-45,13008424,2020-07-13 17:07:55.313886,76,-62.1
a9d20d,-23,-45,23070972,2020-07-13 17:07:56.318140,7,-76.5
b8a8b8,-32,-44,81693305,2020-07-13 17:08:02.182784,50,-84.6
a9d20d,-16,-47,89429117,2020-07-13 17:08:02.955420,26,-70.2
22052d,-8,-45,99070844,2020-07-13 17:08:03.922420,4,-61.2
a9d20d,-28,-45,144857976,2020-07-13 17:08:08.499062,50,-81.0
b8a8b8,-28,-46,186795095,2020-07-13 17:08:12.693588,60,-81.0
22052d,-5,-45,199121471,2020-07-13 17:08:13.925091,25,-60.3
b8a8b8,-31,-45,215454918,2020-07-13 17:08:15.559839,73,-82.8
1bf15a,-29,-45,234507277,2020-07-13 17:08:17.465225,29,-81.9
b8a8b8,-25,-38,236367997,2020-07-13 17:08:17.649475,78,-65.7
b8a8b8,-28,-45,240930312,2020-07-13 17:08:18.106479,67,-81.0
b8a8b8,-28,-46,265855997,2020-07-13 17:08:20.597990,76,-81.0
22052d,-16,-46,266133115,2020-07-13 17:08:20.628000,29,-68.4
a9d20d,-26,-44,281252104,2020-07-13 17:08:22.136246,60,-79.2
b8a8b8,-31,-45,295846286,2020-07-13 17:08:23.599379,27,-83.7
b8a8b8,-30,-42,320796332,2020-07-13 17:08:26.094146,36,-77.4
b8a8b8,-28,-44,327044326,2020-07-13 17:08:26.716534,74,-81.0
1bf15a,-31,-44,334776147,2020-07-13 17:08:27.492776,50,-83.7
b8a8b8,-29,-45,367406594,2020-07-13 17:08:30.755159,67,-81.9
b8a8b8,-30,-44,373333142,2020-07-13 17:08:31.346296,73,-82.8
22052d,-6,-44,391282382,2020-07-13 17:08:33.139423,12,-61.2
b8a8b8,-32,-44,423496284,2020-07-13 17:08:36.364577,44,-81.9
b8a8b8,-28,-45,436596916,2020-07-13 17:08:37.673692,73,-81.0
1bf15a,-26,-46,446106240,2020-07-13 17:08:38.625202,51,-79.2
b8a8b8,-28,-46,470398356,2020-07-13 17:08:41.054957,75,-81.0
0718a1,-36,-40,474909252,2020-07-13 17:08:41.503707,64,-46.8
369322,-28,-45,490119961,2020-07-13 17:08:43.024339,16,-81.0
b8a8b8,-28,-45,501735837,2020-07-13 17:08:44.187839,75,-81.0
b8a8b8,-28,-45,503698054,2020-07-13 17:08:44.386467,77,-72.9
b8a8b8,-28,-44,518648276,2020-07-13 17:08:45.878480,76,-81.0
22052d,-17,-43,543328794,2020-07-13 17:08:48.348742,6,-71.1
b8a8b8,-24,-36,552373065,2020-07-13 17:08:49.248991,78,-77.4
22052d,-9,-39,559359793,2020-07-13 17:08:49.951751,22,-63.9
b8a8b8,-32,-45,564897322,2020-07-13 17:08:50.507119,75,-83.7
b8a8b8,-26,-44,586534866,2020-07-13 17:08:52.669628,65,-79.2
b8a8b8,-29,-41,601449625,2020-07-13 17:08:54.158645,64,-81.9
