LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-13,-45,13017461,2020-07-13 17:07:55.253668,76,-60.3
a9d20d,-17,-45,65261912,2020-07-13 17:08:00.476355,2,-71.1
658fc4,-42,-45,67126820,2020-07-13 17:08:00.666468,51,-92.7
a9d20d,-16,-39,80461622,2020-07-13 17:08:01.993980,33,-62.1
b8a8b8,-33,-46,93040570,2020-07-13 17:08:03.254620,77,-82.8
22052d,7,-45,99047543,2020-07-13 17:08:03.856121,4,-49.5
22052d,8,-39,123685570,2020-07-13 17:08:06.319519,13,-48.6
22052d,-5,-46,178028511,2020-07-13 17:08:11.754570,20,-51.3
1bf15a,-23,-46,224914264,2020-07-13 17:08:16.441856,51,-76.5
1bf15a,-18,-46,229483640,2020-07-13 17:08:16.896993,8,-72.0
22052d,-11,-45,234027085,2020-07-13 17:08:17.353623,76,-55.8
9e532a,-29,-44,234512585,2020-07-13 17:08:17.403638,29,-81.9
1bf15a,-22,-45,239283165,2020-07-13 17:08:17.877873,18,-75.6
22052d,8,-43,263309681,2020-07-13 17:08:20.280144,42,-48.6
22052d,-2,-44,280141042,2020-07-13 17:08:21.962657,43,-47.7
0ec330,-41,-46,299702544,2020-07-13 17:08:23.920427,31,-84.6
22052d,7,-44,305308578,2020-07-13 17:08:24.484067,5,-49.5
22052d,7,-41,306432275,2020-07-13 17:08:24.597189,22,-49.5
9e532a,-36,-45,329713912,2020-07-13 17:08:26.923226,61,-79.2
22052d,-2,-45,341365475,2020-07-13 17:08:28.086591,41,-49.5
369322,-16,-45,347015424,2020-07-13 17:08:28.652093,15,-70.2
22052d,-2,-33,372540424,2020-07-13 17:08:31.203494,9,-48.6
369322,-26,-45,380765588,2020-07-13 17:08:32.026128,17,-72.9
22052d,6,-47,386508458,2020-07-13 17:08:32.596634,23,-50.4
22052d,6,-44,453703128,2020-07-13 17:08:39.319824,27,-50.4
369322,-27,-44,484502486,2020-07-13 17:08:42.398719,42,-80.1
22052d,6,-44,522407232,2020-07-13 17:08:46.186758,1,-50.4
369322,-29,-46,523991132,2020-07-13 17:08:46.348387,18,-70.2
22052d,7,-42,559367112,2020-07-13 17:08:49.886915,22,-49.5
22052d,-1,-46,607737273,2020-07-13 17:08:54.723713,23,-50.4
