LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
b8a8b8,-28,-45,41205163,2020-07-13 17:24:00.089593,57,-81.0
22052d,-15,-44,106901769,2020-07-13 17:24:06.660626,12,-69.3
22052d,-18,-45,137838182,2020-07-13 17:24:09.753762,27,-72.0
b8a8b8,-28,-46,156244035,2020-07-13 17:24:11.594893,77,-81.0
b8a8b8,-28,-45,183834548,2020-07-13 17:24:14.354158,73,-81.0
b8a8b8,-22,-38,204670822,2020-07-13 17:24:16.433041,78,-75.6
22052d,-7,-45,205770714,2020-07-13 17:24:16.543667,16,-62.1
22052d,-7,-44,214734080,2020-07-13 17:24:17.443795,9,-61.2
22052d,-8,-45,215857727,2020-07-13 17:24:17.556922,26,-63.0
b0c1ff,-42,-46,230420336,2020-07-13 17:24:19.011053,25,-91.8
369322,-28,-46,239311553,2020-07-13 17:24:19.902184,18,-81.0
ee0bd0,-41,-45,303831973,2020-07-13 17:24:26.361094,35,-54.0
22052d,-26,-44,366500808,2020-07-13 17:24:32.624995,3,-79.2
22052d,-9,-40,385555544,2020-07-13 17:24:34.533628,6,-63.9
b8a8b8,-29,-46,396859518,2020-07-13 17:24:35.655628,65,-81.9
22052d,-3,-45,398255084,2020-07-13 17:24:35.796753,3,-58.5
22052d,-13,-40,401373555,2020-07-13 17:24:36.107009,22,-67.5
22052d,-2,-45,412994291,2020-07-13 17:24:37.271136,2,-57.6
22052d,-11,-44,415036517,2020-07-13 17:24:37.478415,4,-65.7
22052d,-7,-45,415056510,2020-07-13 17:24:37.480768,4,-62.1
d22c9f,-32,-44,424587421,2020-07-13 17:24:38.428897,61,-81.0
22052d,-16,-40,426974446,2020-07-13 17:24:38.666140,16,-70.2
22052d,-20,-39,484249180,2020-07-13 17:24:44.394789,10,-73.8
b8a8b8,-26,-45,501635028,2020-07-13 17:24:46.132675,75,-79.2
7218ae,-41,-44,530751863,2020-07-13 17:24:49.045683,9,-83.7
77ccbc,-30,-45,532843479,2020-07-13 17:24:49.257061,43,-81.9
77ccbc,-31,-46,533143620,2020-07-13 17:24:49.287942,43,-65.7
77ccbc,-31,-46,533043692,2020-07-13 17:24:49.277561,43,-83.7
22052d,-9,-40,543267844,2020-07-13 17:24:50.301819,6,-63.9
22052d,-10,-40,559284800,2020-07-13 17:24:51.900195,22,-64.8
22052d,-15,-45,560223210,2020-07-13 17:24:51.992320,7,-69.3
183f87,-42,-45,572577899,2020-07-13 17:24:53.231455,51,-91.8
22052d,-7,-45,578367405,2020-07-13 17:24:53.808469,25,-62.1
22052d,-12,-42,587099170,2020-07-13 17:24:54.680717,18,-66.6
