LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
369322,-28,-47,11416597,2020-07-13 17:23:57.048625,27,-81.0
369322,-27,-44,75428840,2020-07-13 17:24:03.450056,12,-80.1
22052d,7,-44,79449088,2020-07-13 17:24:03.849307,16,-49.5
22052d,-8,-44,145554220,2020-07-13 17:24:10.460874,3,-54.0
369322,-26,-45,168341898,2020-07-13 17:24:12.737758,10,-79.2
22052d,8,-46,285671359,2020-07-13 17:24:24.470994,17,-48.6
22052d,-1,-44,288472236,2020-07-13 17:24:24.753620,4,-45.9
369322,-28,-45,292784678,2020-07-13 17:24:25.184499,8,-81.0
22052d,7,-45,351007774,2020-07-13 17:24:31.007300,19,-49.5
22052d,-11,-34,361901422,2020-07-13 17:24:32.092811,14,-51.3
22052d,2,-46,366532051,2020-07-13 17:24:32.557564,3,-54.0
22052d,4,-1,398271698,2020-07-13 17:24:35.730339,3,-52.2
369322,-28,-44,429012344,2020-07-13 17:24:38.807874,18,-81.0
22052d,7,-36,437807595,2020-07-13 17:24:39.687152,11,-49.5
22052d,-5,-39,448688890,2020-07-13 17:24:40.770771,6,-53.1
22052d,-5,-45,449800646,2020-07-13 17:24:40.885028,23,-50.4
ffebc0,-42,-46,451325395,2020-07-13 17:24:41.042773,72,-85.5
22052d,-2,-45,468451669,2020-07-13 17:24:42.751293,26,-52.2
22052d,-6,-40,513814251,2020-07-13 17:24:47.287216,8,-53.1
22052d,7,-42,559319341,2020-07-13 17:24:51.837616,22,-49.5
22052d,-1,-46,578398654,2020-07-13 17:24:53.745635,25,-51.3
22052d,4,-45,593667935,2020-07-13 17:24:55.272783,9,-45.9
22052d,6,-38,612518380,2020-07-13 17:24:57.160167,12,-50.4
22052d,-9,-45,616698029,2020-07-13 17:24:57.571912,16,-50.4
