LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
e70330,-40,-44,17924263,2020-07-13 17:23:57.689438,65,-88.2
22052d,22,-35,45669860,2020-07-13 17:24:00.469208,14,-36.0
22052d,22,-45,100367950,2020-07-13 17:24:05.939363,21,-36.0
22052d,-9,-46,145412193,2020-07-13 17:24:10.445265,3,-35.1
22052d,-28,-45,154492304,2020-07-13 17:24:11.354271,28,-81.0
c0896d,-41,-45,157596764,2020-07-13 17:24:11.660152,15,-81.9
22052d,22,-44,185103851,2020-07-13 17:24:14.416416,11,-36.0
22052d,-15,-45,205662757,2020-07-13 17:24:16.466802,16,-33.3
22052d,22,-46,214587501,2020-07-13 17:24:17.362559,9,-36.0
22052d,-13,-45,264096132,2020-07-13 17:24:22.311734,27,-33.3
22052d,-27,-46,310729176,2020-07-13 17:24:26.977117,26,-80.1
22052d,-13,-46,359108330,2020-07-13 17:24:31.812277,27,-36.9
22052d,25,6,406340294,2020-07-13 17:24:36.537799,11,-33.3
22052d,-29,-44,428175610,2020-07-13 17:24:38.720062,33,-78.3
22052d,24,-35,454448971,2020-07-13 17:24:41.347723,12,-34.2
369322,-32,-48,470281800,2020-07-13 17:24:42.932090,75,-84.6
22052d,-27,-46,505048263,2020-07-13 17:24:46.407361,15,-80.1
22052d,27,-44,513636829,2020-07-13 17:24:47.266489,8,-31.5
22052d,-28,-46,538460047,2020-07-13 17:24:49.748255,17,-81.0
22052d,24,-38,614433928,2020-07-13 17:24:57.346171,14,-34.2
