LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
c0835c,-40,-46,40713930,2020-07-13 17:00:11.320695,72,-91.8
22052d,-15,-38,46051284,2020-07-13 17:00:11.854455,46,-46.8
22052d,10,-46,48406451,2020-07-13 17:00:12.093700,1,-46.8
22052d,5,-46,70805617,2020-07-13 17:00:14.329829,55,-51.3
22052d,11,-44,89468429,2020-07-13 17:00:16.196957,26,-45.9
22052d,13,-44,99182058,2020-07-13 17:00:17.169338,4,-44.1
22052d,11,-42,103279824,2020-07-13 17:00:17.576214,40,-45.9
6ad266,-35,-38,109430424,2020-07-13 17:00:18.191093,46,-56.7
22052d,-24,-44,136913417,2020-07-13 17:00:20.940969,42,-48.6
22052d,13,-39,149580162,2020-07-13 17:00:22.208602,7,-44.1
22052d,-2,-43,171348546,2020-07-13 17:00:24.384854,29,-49.5
22052d,14,-45,182805322,2020-07-13 17:00:25.531611,9,-43.2
22052d,5,-44,187323150,2020-07-13 17:00:25.985109,45,-49.5
22052d,-9,-44,196898690,2020-07-13 17:00:26.938611,23,-48.6
22052d,-14,-45,214049256,2020-07-13 17:00:28.656983,56,-52.2
22052d,8,-44,237693907,2020-07-13 17:00:31.018619,48,-48.6
22052d,-13,-46,258085864,2020-07-13 17:00:33.058873,21,-48.6
22052d,14,-44,262893240,2020-07-13 17:00:33.539123,10,-43.2
22052d,-12,-46,269825643,2020-07-13 17:00:34.229752,1,-49.5
22052d,9,5,286781760,2020-07-13 17:00:35.930643,2,-47.7
22052d,13,-43,296493775,2020-07-13 17:00:36.901762,12,-44.1
22052d,13,-40,306793144,2020-07-13 17:00:37.930525,22,-44.1
22052d,4,-41,325829672,2020-07-13 17:00:39.833767,57,-52.2
22052d,-22,-40,340423845,2020-07-13 17:00:41.292892,56,-53.1
22052d,5,-46,355291102,2020-07-13 17:00:42.778272,55,-51.3
22052d,-21,-44,378836080,2020-07-13 17:00:45.132027,47,-50.4
22052d,12,-44,380493036,2020-07-13 17:00:45.301402,17,-45.0
22052d,8,-44,390792160,2020-07-13 17:00:46.331424,27,-48.6
369322,-28,-46,429703970,2020-07-13 17:00:50.221409,3,-81.0
22052d,7,-44,482779457,2020-07-13 17:00:55.527929,40,-49.5
22052d,11,-42,527952431,2020-07-13 17:01:00.044809,22,-45.9
22052d,12,-45,546615110,2020-07-13 17:01:01.912941,25,-45.0
22052d,9,-45,554090752,2020-07-13 17:01:02.659700,1,-47.7
369322,-31,-43,560109802,2020-07-13 17:01:03.260073,7,-83.7
22052d,13,-45,593751611,2020-07-13 17:01:06.627203,9,-44.1
