LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
369322,-26,-45,45138246,2020-07-13 17:00:11.729481,29,-79.2
22052d,2,-39,46117991,2020-07-13 17:00:11.827855,46,-49.5
b8a8b8,0,-47,61139950,2020-07-13 17:00:13.330113,45,-51.3
22052d,-10,-42,62504764,2020-07-13 17:00:13.465862,15,-64.8
369322,-27,-45,80561382,2020-07-13 17:00:15.272759,33,-33.3
47b364,-23,-40,133089812,2020-07-13 17:00:20.524181,38,-76.5
369322,-26,-44,143912424,2020-07-13 17:00:21.605437,33,-79.2
22052d,-3,-45,167418325,2020-07-13 17:00:23.960086,25,-58.5
369322,-28,-45,176202260,2020-07-13 17:00:24.836845,18,-81.0
22052d,-5,-45,195271568,2020-07-13 17:00:26.741483,53,-60.3
22052d,-7,-45,195291582,2020-07-13 17:00:26.744051,53,-60.3
22052d,-4,-41,199559686,2020-07-13 17:00:27.171131,57,-59.4
22052d,-8,-45,214116362,2020-07-13 17:00:28.625371,56,-63.0
369322,-27,-47,233690390,2020-07-13 17:00:30.587277,44,-80.1
22052d,-2,-45,234428695,2020-07-13 17:00:30.660904,29,-57.6
22052d,-9,-43,250260910,2020-07-13 17:00:32.241786,13,-63.9
22052d,-4,-44,261153974,2020-07-13 17:00:33.330547,8,-59.4
22052d,-11,-46,270829570,2020-07-13 17:00:34.297931,18,-65.7
22052d,-5,-47,281057615,2020-07-13 17:00:35.323688,28,-60.3
22052d,-2,-43,284315986,2020-07-13 17:00:35.649571,47,-57.6
22052d,-2,-47,294564627,2020-07-13 17:00:36.673202,10,-57.6
22052d,-7,-41,296559363,2020-07-13 17:00:36.876331,12,-62.1
22052d,-7,-41,308901702,2020-07-13 17:00:38.108096,56,-62.1
22052d,-5,-45,324026368,2020-07-13 17:00:39.620729,8,-60.3
22052d,-11,-45,326646694,2020-07-13 17:00:39.885232,42,-65.7
369322,-29,-45,344168238,2020-07-13 17:00:41.633764,28,-81.9
22052d,-9,-46,355359300,2020-07-13 17:00:42.752132,55,-63.9
22052d,-10,-16,360810020,2020-07-13 17:00:43.300509,29,-64.8
369322,-24,-36,362381454,2020-07-13 17:00:43.453761,46,-53.1
22052d,-2,-48,364339550,2020-07-13 17:00:43.651893,48,-36.9
22052d,-2,-45,378902005,2020-07-13 17:00:45.106904,47,-57.6
369322,-28,-50,385670766,2020-07-13 17:00:45.785782,38,-36.9
b8a8b8,-29,-46,399694604,2020-07-13 17:00:47.188050,52,-81.9
28fc6a,-31,-45,410913345,2020-07-13 17:00:48.309304,0,-83.7
22052d,-6,-38,433788135,2020-07-13 17:00:50.596327,7,-61.2
3dc065,-41,-46,434927902,2020-07-13 17:00:50.709074,24,-72.0
bf03db,-41,-45,448010113,2020-07-13 17:00:52.019235,53,-54.9
22052d,0,-45,484036980,2020-07-13 17:00:55.622499,10,-55.8
369322,-28,-46,486584510,2020-07-13 17:00:55.877750,44,-78.3
369322,-27,-42,496374799,2020-07-13 17:00:56.855636,22,-65.7
cb1f1f,-41,-46,506961373,2020-07-13 17:00:57.915055,17,-91.8
22052d,-2,-46,515024933,2020-07-13 17:00:58.720672,25,-57.6
369322,-27,-45,537776860,2020-07-13 17:01:00.994176,32,-80.1
22052d,-5,-45,546680439,2020-07-13 17:01:01.886934,25,-60.3
369322,-26,-45,584352834,2020-07-13 17:01:05.649463,31,-36.9
22052d,-1,-46,594012060,2020-07-13 17:01:06.620594,41,-56.7
369322,-24,-39,598875909,2020-07-13 17:01:07.106229,30,-77.4
22052d,-9,-45,602543154,2020-07-13 17:01:07.474606,2,-63.9
