LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
b8a8b8,-28,-45,626842,2020-07-13 17:00:07.352084,32,-81.0
22052d,26,0,6368666,2020-07-13 17:00:07.926711,6,-32.4
b8a8b8,-30,-45,32626940,2020-07-13 17:00:10.550600,64,-78.3
22052d,22,-45,98952569,2020-07-13 17:00:17.187252,4,-36.0
b8a8b8,-31,-46,120227323,2020-07-13 17:00:19.313519,41,-83.7
22052d,20,-45,174553507,2020-07-13 17:00:24.742036,48,-37.8
b8a8b8,-28,-46,187830433,2020-07-13 17:00:26.074789,77,-81.0
22052d,-5,-46,196858681,2020-07-13 17:00:26.975669,23,-36.9
214ac6,-24,-46,213537472,2020-07-13 17:00:28.642180,71,-77.4
22052d,-7,-45,216771764,2020-07-13 17:00:28.968580,11,-38.7
22052d,22,-44,233540047,2020-07-13 17:00:30.644463,12,-36.0
22052d,21,-40,243251803,2020-07-13 17:00:31.615691,22,-36.9
b8a8b8,-30,-46,263635767,2020-07-13 17:00:33.655079,74,-82.8
b8a8b8,-33,-44,280786878,2020-07-13 17:00:35.370204,75,-85.5
22052d,-7,-43,286769962,2020-07-13 17:00:35.967976,2,-37.8
22052d,-5,-47,287757917,2020-07-13 17:00:36.068733,19,-36.9
22052d,-5,-46,289972156,2020-07-13 17:00:36.290091,21,-37.8
22052d,20,-15,295703256,2020-07-13 17:00:36.860086,27,-37.8
22052d,-8,-46,301356778,2020-07-13 17:00:37.424339,1,-63.0
b8a8b8,-30,-45,301642099,2020-07-13 17:00:37.455094,33,-82.8
b8a8b8,-28,-45,312379525,2020-07-13 17:00:38.528362,75,-81.0
22052d,18,-45,317951951,2020-07-13 17:00:39.085477,49,-39.6
22052d,20,-44,326540308,2020-07-13 17:00:39.943480,42,-37.8
22052d,-9,-44,368169677,2020-07-13 17:00:44.109369,52,-42.3
b8a8b8,-30,-45,374380671,2020-07-13 17:00:44.732627,58,-82.8
b8a8b8,-31,-45,387180037,2020-07-13 17:00:46.009010,55,-83.7
22052d,-11,-44,416881294,2020-07-13 17:00:48.980144,6,-38.7
b8a8b8,-27,-44,422631373,2020-07-13 17:00:49.555144,59,-75.6
b8a8b8,-31,-44,434232302,2020-07-13 17:00:50.714169,39,-83.7
b8a8b8,-31,-45,462380153,2020-07-13 17:00:53.529665,67,-83.7
47b364,-24,-44,481785477,2020-07-13 17:00:55.469297,55,-74.7
b8a8b8,-31,-44,522957183,2020-07-13 17:00:59.586442,33,-83.7
22052d,22,-39,527911774,2020-07-13 17:01:00.081198,22,-36.0
22052d,21,-45,554048360,2020-07-13 17:01:02.696609,1,-36.9
22052d,-9,-44,560242993,2020-07-13 17:01:03.314458,7,-36.9
22052d,-4,-46,572368681,2020-07-13 17:01:04.528960,19,-36.9
22052d,-5,-46,585667807,2020-07-13 17:01:05.854217,1,-37.8
