LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
b40381,0,-48,25170,2020-07-13 17:00:06.973035,0,-38.7
22052d,-11,-33,46040651,2020-07-13 17:00:11.805630,46,-65.7
22052d,-5,-44,57046775,2020-07-13 17:00:12.907779,41,-58.5
22052d,-12,-44,70858819,2020-07-13 17:00:14.288596,55,-57.6
22052d,-16,-44,82403443,2020-07-13 17:00:15.446529,35,-70.2
22052d,-15,-43,86171173,2020-07-13 17:00:15.819529,7,-66.6
22052d,-7,-46,167367489,2020-07-13 17:00:23.939450,25,-62.1
214ac6,-22,-44,167872669,2020-07-13 17:00:23.990582,57,-75.6
22052d,-5,-44,178798888,2020-07-13 17:00:25.083955,52,-60.3
22052d,-6,-44,199513015,2020-07-13 17:00:27.153096,57,-61.2
22052d,-10,-37,216801700,2020-07-13 17:00:28.884613,43,-64.8
22052d,-10,-42,243341763,2020-07-13 17:00:31.536998,22,-64.8
22052d,-3,-35,295199074,2020-07-13 17:00:36.724300,42,-58.5
22052d,-6,-42,325846840,2020-07-13 17:00:39.786170,57,-61.2
22052d,-9,-44,351235029,2020-07-13 17:00:42.327940,51,-63.9
22052d,-9,-45,412831897,2020-07-13 17:00:48.488723,2,-63.9
22052d,-9,-45,412851908,2020-07-13 17:00:48.491527,2,-63.9
22052d,-15,-46,416940493,2020-07-13 17:00:48.901354,6,-69.3
22052d,-14,-45,513437879,2020-07-13 17:00:58.545662,55,-61.2
22052d,-7,-46,533037178,2020-07-13 17:01:00.506671,43,-62.1
22052d,-14,-41,553206762,2020-07-13 17:01:02.523060,16,-68.4
22052d,-11,-44,560300923,2020-07-13 17:01:03.233187,7,-65.7
73051f,-42,-46,568113375,2020-07-13 17:01:04.013440,15,-80.1
22052d,-9,-46,587160592,2020-07-13 17:01:05.919077,18,-63.9
