LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-29,-45,12078798,2020-07-13 17:30:25.014013,12,-77.4
22052d,-30,-46,20476972,2020-07-13 17:30:25.846641,52,-79.2
0ace70,-42,-45,26805428,2020-07-13 17:30:26.468268,11,-90.0
22052d,-8,-46,43833798,2020-07-13 17:30:28.178906,12,-33.3
f85800,-41,-44,79556950,2020-07-13 17:30:31.749692,16,-79.2
22052d,-29,-44,127988033,2020-07-13 17:30:36.597860,17,-81.9
22052d,23,-37,138450438,2020-07-13 17:30:37.641120,12,-35.1
22052d,20,-46,186051836,2020-07-13 17:30:42.400533,28,-37.8
952962,-33,-46,221303468,2020-07-13 17:30:45.924191,0,-77.4
952962,-33,-48,221315461,2020-07-13 17:30:45.926539,0,-77.4
22052d,-29,-46,237375046,2020-07-13 17:30:47.530453,16,-81.0
369322,-28,-45,295107040,2020-07-13 17:30:53.305886,42,-81.0
214ac6,-33,-46,308065200,2020-07-13 17:30:54.600525,71,-39.6
5eeb5a,-33,-36,331129638,2020-07-13 17:30:56.906168,78,-83.7
22052d,24,18,368612620,2020-07-13 17:31:00.657330,5,-34.2
22052d,23,-44,377187095,2020-07-13 17:31:01.515716,45,-35.1
22052d,-2,-45,406715528,2020-07-13 17:31:04.467744,43,-36.9
369322,-26,-46,428310965,2020-07-13 17:31:06.628510,33,-79.2
22052d,23,-40,441734686,2020-07-13 17:31:07.970024,15,-35.1
09cba5,-41,-47,444655629,2020-07-13 17:31:08.264027,2,-85.5
22052d,-29,-46,446072540,2020-07-13 17:31:08.407901,51,-32.4
22052d,-5,-46,487354294,2020-07-13 17:31:12.532938,29,-36.0
22052d,-14,-44,603851035,2020-07-13 17:31:24.184413,19,-38.7
