LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
b8a8b8,-29,-45,17612527,2020-07-13 17:19:07.731440,65,-81.9
b8a8b8,-28,-44,28389374,2020-07-13 17:19:08.811697,28,-67.5
403cea,-40,-44,39095126,2020-07-13 17:19:09.879709,23,-89.1
b8a8b8,-31,-44,81676278,2020-07-13 17:19:14.141595,50,-71.1
3da411,-41,-45,88522028,2020-07-13 17:19:14.824490,41,-89.1
22052d,3,-45,127876939,2020-07-13 17:19:18.759248,17,-53.1
b8a8b8,-31,-45,174413318,2020-07-13 17:19:23.409882,48,-83.7
b8a8b8,-28,-44,234913547,2020-07-13 17:19:29.465787,61,-67.5
70203f,-41,-44,292933828,2020-07-13 17:19:35.264312,40,-86.4
f86fa7,-41,-45,335149510,2020-07-13 17:19:39.489456,3,-91.8
369322,-27,-43,341031821,2020-07-13 17:19:40.076087,9,-80.1
22052d,-12,-42,385296032,2020-07-13 17:19:44.503599,6,-54.9
b8a8b8,-28,-46,445491060,2020-07-13 17:19:50.521509,66,-81.0
369322,-30,-45,477495399,2020-07-13 17:19:53.722018,19,-82.8
bf77a1,-40,-44,487301894,2020-07-13 17:19:54.702170,29,-67.5
22052d,-11,-45,518755587,2020-07-13 17:19:57.847785,76,-55.8
22052d,-9,-45,526780166,2020-07-13 17:19:58.650915,5,-52.2
22052d,-3,-46,540592475,2020-07-13 17:20:00.030922,19,-56.7
22052d,4,-44,562398977,2020-07-13 17:20:02.213934,9,-52.2
b8a8b8,-27,-45,567157787,2020-07-13 17:20:02.687181,77,-77.4
996183,-40,-46,625140424,2020-07-13 17:20:08.483588,56,-88.2
22052d,-1,-43,627547873,2020-07-13 17:20:08.732491,11,-56.7
