LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
d7d6cc,-41,-46,49782326,2020-07-13 17:19:10.891050,18,-73.8
df1c18,-42,-47,80026515,2020-07-13 17:19:13.910183,1,-90.0
22052d,-30,-46,119787838,2020-07-13 17:19:17.888092,9,-44.1
22052d,23,-46,136774184,2020-07-13 17:19:19.587125,10,-35.1
fd3080,-41,-46,210773922,2020-07-13 17:19:26.987927,5,-90.9
22052d,-2,-38,244310512,2020-07-13 17:19:30.342829,7,-57.6
80328e,-29,-44,320753875,2020-07-13 17:19:37.986773,36,-79.2
22052d,-30,-45,439172116,2020-07-13 17:19:49.828759,28,-82.8
22052d,-2,-46,510879105,2020-07-13 17:19:56.999214,21,-33.3
22052d,-7,-47,518727458,2020-07-13 17:19:57.784082,76,-38.7
