LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
b8a8b8,-28,-45,63659730,2020-07-13 17:05:29.993482,32,-77.4
b8a8b8,-33,-45,187656675,2020-07-13 17:05:42.394971,77,-85.5
bfccce,-41,-46,214503316,2020-07-13 17:05:45.079613,9,-81.0
22052d,20,-44,315353768,2020-07-13 17:05:55.164459,15,-37.8
22052d,17,-38,328054151,2020-07-13 17:05:56.436599,12,-40.5
22052d,-2,-46,376984870,2020-07-13 17:06:01.327779,45,-41.4
22052d,-6,-39,385383375,2020-07-13 17:06:02.167020,6,-40.5
22052d,17,-46,396365255,2020-07-13 17:06:03.263653,1,-40.5
22052d,20,-43,404026801,2020-07-13 17:06:04.035057,9,-37.8
b8a8b8,-34,-46,407662196,2020-07-13 17:06:04.397047,60,-86.4
b8a8b8,-34,-46,440737630,2020-07-13 17:06:07.704950,77,-86.4
382338,-42,-46,470880829,2020-07-13 17:06:10.717471,60,-79.2
47b364,-28,-43,485806870,2020-07-13 17:06:12.209360,59,-81.0
22052d,-3,-46,500007550,2020-07-13 17:06:13.631253,26,-58.5
22052d,-10,-46,522582220,2020-07-13 17:06:15.886146,1,-41.4
22052d,-9,-44,523746018,2020-07-13 17:06:16.006647,18,-60.3
