LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-8,-44,8759944,2020-07-13 17:16:27.508116,40,-41.4
22052d,-1,-33,14360496,2020-07-13 17:16:28.067993,14,-40.5
b8a8b8,-27,-45,26578923,2020-07-13 17:16:29.291125,58,-64.8
22052d,18,-43,88276661,2020-07-13 17:16:35.459903,9,-39.6
369322,-31,-44,102870737,2020-07-13 17:16:36.920782,8,-81.0
22052d,18,-38,120927988,2020-07-13 17:16:38.727409,26,-39.6
8499ad,-41,-45,146447318,2020-07-13 17:16:41.279055,20,-91.8
5811e0,-33,-38,153537592,2020-07-13 17:16:41.986309,11,-81.0
b8a8b8,-28,-46,186432140,2020-07-13 17:16:45.277941,60,-81.0
b8a8b8,-24,-36,204520531,2020-07-13 17:16:47.081832,78,-77.4
22052d,-11,-44,219555948,2020-07-13 17:16:48.588585,77,-41.4
b8a8b8,-28,-47,245171205,2020-07-13 17:16:51.147843,71,-81.0
9ee3f2,-38,-41,245384500,2020-07-13 17:16:51.169593,24,-86.4
22052d,-2,-44,254044015,2020-07-13 17:16:52.038596,17,-40.5
b8a8b8,-23,-38,296157790,2020-07-13 17:16:56.251006,59,-76.5
b8a8b8,-31,-44,307945308,2020-07-13 17:16:57.428121,39,-52.2
b8a8b8,-32,-46,342047233,2020-07-13 17:17:00.840261,26,-84.6
b8a8b8,-29,-45,384959258,2020-07-13 17:17:05.129175,53,-81.9
22052d,18,-44,396250325,2020-07-13 17:17:06.259668,1,-39.6
22052d,20,-35,473536296,2020-07-13 17:17:13.987070,15,-37.8
b8a8b8,-26,-46,485847291,2020-07-13 17:17:15.220207,59,-79.2
b8a8b8,-26,-45,489759825,2020-07-13 17:17:15.609087,63,-79.2
b8a8b8,-31,-44,518823050,2020-07-13 17:17:18.519596,29,-61.2
22052d,20,-36,526734771,2020-07-13 17:17:19.307849,5,-37.8
