LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-5,-45,27141580,2020-07-13 17:16:29.275119,11,-60.3
22052d,-9,-39,120822037,2020-07-13 17:16:38.643694,26,-63.9
a4fc43,-31,-46,127919427,2020-07-13 17:16:39.353807,17,-72.9
18aec3,-41,-44,138528447,2020-07-13 17:16:40.414688,12,-78.3
143ace,-41,-45,154481114,2020-07-13 17:16:42.010324,28,-91.8
22052d,-7,-47,165300697,2020-07-13 17:16:43.090579,23,-62.1
22052d,1,-45,175026565,2020-07-13 17:16:44.061963,1,-54.9
369322,-30,-45,212453360,2020-07-13 17:16:47.806358,7,-81.9
22052d,-6,-45,332148284,2020-07-13 17:16:59.773057,16,-61.2
22052d,-12,-44,473459020,2020-07-13 17:17:13.905393,15,-61.2
22052d,-9,-46,516913705,2020-07-13 17:17:18.253920,27,-63.9
22052d,-9,-43,578937105,2020-07-13 17:17:24.458455,10,-63.9
