LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-11,-44,8726396,2020-07-13 17:16:27.472392,40,-57.6
22052d,-11,-40,88274717,2020-07-13 17:16:35.429652,9,-49.5
22052d,-18,-46,153601392,2020-07-13 17:16:41.962412,43,-47.7
22052d,4,-44,154118561,2020-07-13 17:16:42.014544,75,-52.2
22052d,14,-41,164382056,2020-07-13 17:16:43.039432,6,-43.2
22052d,4,-45,228780296,2020-07-13 17:16:49.477577,23,-52.2
5e183c,-41,-45,265756189,2020-07-13 17:16:53.177439,76,-90.0
22052d,11,-46,318379424,2020-07-13 17:16:58.439343,2,-45.9
22052d,11,-46,320241592,2020-07-13 17:16:58.629207,4,-45.9
22052d,11,-44,366542668,2020-07-13 17:17:03.256588,3,-45.9
22052d,8,-45,396217024,2020-07-13 17:17:06.220981,1,-48.6
22052d,4,-43,424217613,2020-07-13 17:17:09.024353,29,-52.2
22052d,5,-44,515177402,2020-07-13 17:17:18.120769,25,-51.3
22052d,12,-44,526704720,2020-07-13 17:17:19.270878,5,-45.0
4b3656,-20,-24,530252349,2020-07-13 17:17:19.626875,56,-73.8
22052d,14,-45,591876990,2020-07-13 17:17:25.786639,7,-43.2
