LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-20,-45,66958388,2020-07-13 16:57:41.368346,51,-49.5
47b364,-25,-30,68390407,2020-07-13 16:57:41.510842,68,-78.3
47b364,-28,-45,73189072,2020-07-13 16:57:41.994225,57,-77.4
22052d,-28,-45,100149371,2020-07-13 16:57:44.687099,21,-71.1
47b364,-30,-45,103988262,2020-07-13 16:57:45.068974,72,-82.8
22052d,-22,-49,142931034,2020-07-13 16:57:48.960607,48,-36.9
22052d,24,-43,163800382,2020-07-13 16:57:51.052991,53,-34.2
22052d,24,-35,224938864,2020-07-13 16:57:57.163391,51,-34.2
22052d,-27,-45,239961284,2020-07-13 16:57:58.668883,50,-80.1
47b364,-27,-46,249990269,2020-07-13 16:57:59.674134,60,-80.1
22052d,24,-45,280835816,2020-07-13 16:58:02.755143,28,-34.2
22052d,-17,-45,294904479,2020-07-13 16:58:04.163415,42,-71.1
22052d,-8,-40,305357139,2020-07-13 16:58:05.208773,5,-36.0
47b364,-26,-42,404791192,2020-07-13 16:58:15.153554,41,-79.2
47b364,-28,-44,418781569,2020-07-13 16:58:16.546799,55,-81.0
47b364,-28,-45,552581407,2020-07-13 16:58:29.928705,31,-63.0
47b364,-26,-45,582582514,2020-07-13 16:58:32.929467,61,-79.2
22052d,-13,-45,597677960,2020-07-13 16:58:34.439969,13,-36.0
22052d,-11,-48,620640680,2020-07-13 16:58:36.737604,20,-36.9
