LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,3,-44,7648886,2020-07-13 16:57:35.484293,55,-53.1
22052d,1,-45,19024476,2020-07-13 16:57:36.623670,3,-54.9
47b364,-21,-44,58275583,2020-07-13 16:57:40.550328,58,-74.7
47b364,-30,-44,79875492,2020-07-13 16:57:42.704594,48,-82.8
b8a8b8,-30,-42,101880232,2020-07-13 16:57:44.908586,70,-82.8
47b364,-24,-47,103874146,2020-07-13 16:57:45.109339,72,-77.4
47b364,-23,-43,105876517,2020-07-13 16:57:45.310095,74,-76.5
b8a8b8,-28,-44,144093251,2020-07-13 16:57:49.129979,65,-81.0
47b364,-23,-44,184751845,2020-07-13 16:57:53.195249,58,-76.5
47b364,-31,-45,236675939,2020-07-13 16:57:58.383399,31,-83.7
22052d,4,-40,260984339,2020-07-13 16:58:00.816026,8,-52.2
22052d,-12,-44,261004345,2020-07-13 16:58:00.818709,8,-52.2
22052d,9,-44,297196705,2020-07-13 16:58:04.438295,44,-47.7
22052d,13,-45,300884720,2020-07-13 16:58:04.806422,48,-44.1
b8a8b8,-29,-44,350745662,2020-07-13 16:58:09.795575,66,-81.9
8f7182,-42,-46,368470842,2020-07-13 16:58:11.567077,5,-45.9
b8a8b8,-34,-45,372832441,2020-07-13 16:58:12.003332,41,-81.0
b8a8b8,-30,-44,392570570,2020-07-13 16:58:13.977215,29,-79.2
47b364,-21,-46,399876881,2020-07-13 16:58:14.709218,52,-74.7
47b364,-22,-46,418664772,2020-07-13 16:58:16.585105,55,-75.6
b8a8b8,-29,-44,424271141,2020-07-13 16:58:17.148496,29,-78.3
22052d,-14,-42,446591400,2020-07-13 16:58:19.380114,4,-54.9
22052d,-1,-38,532769042,2020-07-13 16:58:27.994026,11,-56.7
b8a8b8,-30,-44,546909730,2020-07-13 16:58:29.412031,57,-82.8
47b364,-31,-44,552467109,2020-07-13 16:58:29.963783,31,-60.3
b8a8b8,-30,-44,578611953,2020-07-13 16:58:32.581044,57,-72.9
47b364,-24,-44,582468064,2020-07-13 16:58:32.967797,61,-77.4
b8a8b8,-28,-44,597035726,2020-07-13 16:58:34.426426,28,-81.0
47b364,-26,-46,597517149,2020-07-13 16:58:34.474928,60,-78.3
22052d,-2,-46,620525025,2020-07-13 16:58:36.774328,20,-57.6
