LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
c0aff1,-40,-47,18601885,2020-07-13 17:09:06.737199,50,-91.8
b8a8b8,-31,-45,40451122,2020-07-13 17:09:08.920953,72,-83.7
b8a8b8,-30,-45,40763216,2020-07-13 17:09:08.953203,72,-82.8
22052d,-7,-34,45983943,2020-07-13 17:09:09.473827,14,-62.1
b8a8b8,-27,-37,46514278,2020-07-13 17:09:09.527584,78,-79.2
b8a8b8,-27,-45,66364228,2020-07-13 17:09:11.512839,66,-71.1
22052d,-7,-44,67260329,2020-07-13 17:09:11.603838,4,-62.1
b8a8b8,-32,-45,84512210,2020-07-13 17:09:13.328602,37,-84.6
22052d,-9,-46,102202256,2020-07-13 17:09:15.097231,23,-63.9
b8a8b8,-29,-46,120763716,2020-07-13 17:09:16.956384,73,-81.9
02e90f,-41,-45,122084644,2020-07-13 17:09:17.090024,43,-90.9
22052d,-8,-45,145540908,2020-07-13 17:09:19.433400,3,-61.2
22052d,-5,-44,146440342,2020-07-13 17:09:19.523496,20,-60.3
b8a8b8,-28,-45,185827672,2020-07-13 17:09:23.461290,75,-81.0
22052d,-5,-39,187139327,2020-07-13 17:09:23.594143,13,-60.3
b8a8b8,-26,-46,209301248,2020-07-13 17:09:25.805402,67,-79.2
22052d,3,-43,216407854,2020-07-13 17:09:26.518411,11,-53.1
b8a8b8,-34,-46,194495047,2020-07-13 17:09:24.329391,68,-86.4
b8a8b8,-28,-45,234114303,2020-07-13 17:09:28.290044,76,-81.0
b8a8b8,-30,-44,241066544,2020-07-13 17:09:28.985543,67,-82.8
a17b49,-39,-44,261561818,2020-07-13 17:09:31.031920,40,-81.0
b8a8b8,-31,-45,292364629,2020-07-13 17:09:34.112581,55,-83.7
b8a8b8,-28,-45,319065263,2020-07-13 17:09:36.785823,66,-81.0
22052d,-8,-45,324338549,2020-07-13 17:09:37.310948,8,-58.5
b8a8b8,-30,-46,325715328,2020-07-13 17:09:37.451702,57,-82.8
47b364,-21,-45,325999404,2020-07-13 17:09:37.481466,57,-74.7
b8a8b8,-28,-45,358428072,2020-07-13 17:09:40.719466,74,-60.3
b8a8b8,-31,-45,370878797,2020-07-13 17:09:41.961718,39,-83.7
b8a8b8,-29,-45,382268138,2020-07-13 17:09:43.101364,66,-81.9
18bafc,-32,-38,385517162,2020-07-13 17:09:43.427980,6,-78.3
22052d,-5,-44,405504704,2020-07-13 17:09:45.427607,26,-60.3
b8a8b8,-34,-45,414518234,2020-07-13 17:09:46.328115,51,-86.4
b8a8b8,-27,-43,405167113,2020-07-13 17:09:45.393983,73,-80.1
b8a8b8,-32,-44,430266616,2020-07-13 17:09:47.903495,35,-84.6
b8a8b8,-27,-45,440479440,2020-07-13 17:09:48.924002,77,-80.1
369322,-30,-46,445819336,2020-07-13 17:09:49.460630,19,-82.8
b8a8b8,-31,-45,451404485,2020-07-13 17:09:50.016135,72,-83.7
369322,-33,-45,461443366,2020-07-13 17:09:51.020884,3,-85.5
47b364,-21,-45,468311948,2020-07-13 17:09:51.707262,73,-74.7
22052d,-9,-45,469905025,2020-07-13 17:09:51.866761,43,-63.9
22052d,-11,-36,482067096,2020-07-13 17:09:53.083028,8,-65.7
b8a8b8,-28,-45,501968935,2020-07-13 17:09:55.072579,75,-81.0
b8a8b8,-33,-45,511254869,2020-07-13 17:09:56.001166,53,-85.5
b8a8b8,-30,-44,532879366,2020-07-13 17:09:58.164454,43,-79.2
369322,-28,-44,545481813,2020-07-13 17:09:59.424297,8,-81.0
47b364,-26,-44,565714329,2020-07-13 17:10:01.448682,60,-76.5
b8a8b8,-28,-45,548255432,2020-07-13 17:09:59.702174,74,-75.6
b8a8b8,-30,-46,568482656,2020-07-13 17:10:01.723308,47,-51.3
b8a8b8,-31,-44,576768107,2020-07-13 17:10:02.553691,55,-83.7
22052d,-5,-40,547212462,2020-07-13 17:09:59.599172,10,-60.3
b8a8b8,-31,-45,598119194,2020-07-13 17:10:04.689321,45,-83.7
b8a8b8,-31,-43,610919300,2020-07-13 17:10:05.967323,42,-81.0
b8a8b8,-28,-45,628120446,2020-07-13 17:10:07.688481,75,-81.0
b8a8b8,-28,-44,632920012,2020-07-13 17:10:08.165461,64,-81.0
22052d,-8,-44,637529525,2020-07-13 17:10:08.628591,21,-63.0
22052d,-2,-44,643504381,2020-07-13 17:10:09.224089,27,-57.6
