LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
b8a8b8,-35,-46,29675100,2020-07-13 17:09:07.781947,77,-87.3
369322,-30,-45,40112046,2020-07-13 17:09:08.824962,40,-82.8
22052d,-9,-45,81279654,2020-07-13 17:09:12.942870,18,-54.9
369322,-28,-45,141712260,2020-07-13 17:09:18.982679,31,-81.0
67d024,-40,-43,142277887,2020-07-13 17:09:19.040674,63,-77.4
22052d,-5,-45,146426951,2020-07-13 17:09:19.457933,20,-53.1
22052d,1,-42,148445272,2020-07-13 17:09:19.662679,22,-54.9
369322,-28,-45,155988082,2020-07-13 17:09:20.415440,45,-81.0
22052d,3,-35,201646845,2020-07-13 17:09:24.978857,12,-53.1
369322,-28,-45,231926854,2020-07-13 17:09:28.005135,42,-81.0
22052d,5,-42,237495852,2020-07-13 17:09:28.562017,16,-51.3
22052d,-7,-47,256015673,2020-07-13 17:09:30.416907,19,-62.1
b5f803,-43,-47,287483692,2020-07-13 17:09:33.564057,66,-81.9
22052d,-6,-45,303603752,2020-07-13 17:09:35.176827,35,-53.1
369322,-27,-44,307991524,2020-07-13 17:09:35.614573,39,-37.8
369322,-27,-45,337228040,2020-07-13 17:09:38.537228,37,-64.8
22052d,0,-21,338138418,2020-07-13 17:09:38.629234,22,-53.1
369322,-29,-46,390665777,2020-07-13 17:09:43.882784,27,-81.9
b8a8b8,-31,-45,405455197,2020-07-13 17:09:45.366288,26,-83.7
369322,21,-56,407317647,2020-07-13 17:09:45.550796,28,-35.1
369322,-26,-45,403504991,2020-07-13 17:09:45.166038,24,-60.3
369322,-25,-45,453005702,2020-07-13 17:09:50.116337,42,-78.3
22052d,-2,-37,475492954,2020-07-13 17:09:52.363857,17,-57.6
369322,-26,-46,564482034,2020-07-13 17:10:01.266812,43,-79.2
22052d,-11,-46,548136944,2020-07-13 17:09:59.632293,74,-54.9
369322,-26,-46,592396901,2020-07-13 17:10:04.056214,39,-79.2
