LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,6,-45,7231275,2020-07-13 17:22:44.324336,23,-50.4
22052d,3,-43,10032061,2020-07-13 17:22:44.605211,10,-36.9
22052d,-10,-44,81550179,2020-07-13 17:22:51.749783,18,-49.5
22052d,4,-38,96831620,2020-07-13 17:22:53.286421,2,-52.2
22052d,-7,-46,106936122,2020-07-13 17:22:54.296051,12,-51.3
22052d,7,2,110832039,2020-07-13 17:22:54.681204,16,-49.5
369322,-29,-46,113081856,2020-07-13 17:22:54.910937,18,-81.9
cca5f9,-39,-43,196215174,2020-07-13 17:23:03.224263,38,-88.2
22052d,-15,-45,217262160,2020-07-13 17:23:05.325275,75,-41.4
369322,-27,-42,220420612,2020-07-13 17:23:05.641930,15,-78.3
369322,-30,-46,254835514,2020-07-13 17:23:09.084958,2,-66.6
22052d,-6,-45,277935974,2020-07-13 17:23:11.394583,9,-54.0
22052d,3,-45,315228172,2020-07-13 17:23:15.122116,15,-53.1
22052d,-19,-46,315448144,2020-07-13 17:23:15.144862,15,-53.1
369322,-29,-45,351934836,2020-07-13 17:23:18.795902,4,-81.9
22052d,-5,-45,375183916,2020-07-13 17:23:21.120549,43,-48.6
22052d,-6,-40,385259826,2020-07-13 17:23:22.127209,6,-54.0
22052d,4,-46,398290489,2020-07-13 17:23:23.430312,3,-52.2
369322,-26,-45,442050025,2020-07-13 17:23:27.804106,47,-79.2
0e27cf,-41,-47,483489704,2020-07-13 17:23:31.950392,25,-90.0
369322,-25,-42,559375072,2020-07-13 17:23:39.539466,22,-78.3
22052d,5,-46,587198770,2020-07-13 17:23:42.320739,18,-51.3
369322,-26,-44,609099744,2020-07-13 17:23:44.512258,40,-39.6
