LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-1,-45,2199876,2020-07-13 17:22:43.803619,2,-36.0
22052d,23,-42,41030386,2020-07-13 17:22:47.687666,25,-35.1
06fc03,-40,-46,72004405,2020-07-13 17:22:50.784914,72,-88.2
22052d,-5,-46,81520759,2020-07-13 17:22:51.733053,18,-35.1
53f1a0,-26,-44,103230414,2020-07-13 17:22:53.907935,40,-79.2
22052d,23,-44,104264992,2020-07-13 17:22:54.013559,25,-35.1
22052d,-9,-46,127635325,2020-07-13 17:22:56.347323,17,-36.9
22052d,24,18,137679139,2020-07-13 17:22:57.353580,27,-34.2
22052d,-1,-45,175071934,2020-07-13 17:23:01.090741,1,-36.0
5f06e7,-40,-46,271261469,2020-07-13 17:23:10.710408,50,-91.8
22052d,-5,-36,298430539,2020-07-13 17:23:13.428300,14,-36.9
22052d,-10,-46,327555774,2020-07-13 17:23:16.342692,27,-36.9
22052d,23,-45,342074055,2020-07-13 17:23:17.791954,26,-35.1
22052d,22,-45,343574072,2020-07-13 17:23:17.945080,43,-36.0
22052d,24,-39,357947478,2020-07-13 17:23:19.381337,10,-34.2
22052d,-7,-44,358903483,2020-07-13 17:23:19.479339,27,-34.2
22052d,-27,-34,373624991,2020-07-13 17:23:20.948847,26,-80.1
22052d,-5,-46,398293429,2020-07-13 17:23:23.416485,3,-36.9
232bb2,-41,-46,475572744,2020-07-13 17:23:31.143410,17,-68.4
22052d,-13,-45,548752506,2020-07-13 17:23:38.464075,27,-38.7
22052d,24,-44,633469774,2020-07-13 17:23:46.932253,17,-34.2
