LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
dd638a,-41,-45,11642088,2020-07-13 17:22:44.592649,59,-91.8
22052d,-5,-43,58506926,2020-07-13 17:22:49.278781,11,-60.3
22052d,-14,-43,65232303,2020-07-13 17:22:49.952159,2,-68.4
22052d,-5,-44,115631878,2020-07-13 17:22:54.991674,5,-60.3
22052d,-22,-46,170537951,2020-07-13 17:23:00.482312,44,-58.5
22052d,-15,-37,182861705,2020-07-13 17:23:01.715691,9,-55.8
22052d,-1,-45,195155756,2020-07-13 17:23:02.945310,21,-56.7
22052d,-22,-44,216460349,2020-07-13 17:23:05.074443,11,-55.8
22052d,-21,-46,254385657,2020-07-13 17:23:08.864833,17,-58.5
22052d,-2,-43,298753736,2020-07-13 17:23:13.303963,14,-57.6
22052d,-14,-45,332387035,2020-07-13 17:23:16.666100,16,-56.7
22052d,-21,-46,363734499,2020-07-13 17:23:19.799112,16,-55.8
22052d,-8,-44,405374619,2020-07-13 17:23:23.966487,26,-63.0
22052d,-10,-45,418061256,2020-07-13 17:23:25.230119,23,-58.5
22052d,-13,-45,440459214,2020-07-13 17:23:27.476002,77,-67.5
e15c86,-41,-45,471848667,2020-07-13 17:23:30.615128,45,-89.1
22052d,-7,-46,517184182,2020-07-13 17:23:35.148767,27,-62.1
369322,-31,-45,519077759,2020-07-13 17:23:35.339012,29,-83.7
402f0c,-42,-45,524618970,2020-07-13 17:23:35.891411,3,-91.8
22052d,-7,-40,547390835,2020-07-13 17:23:38.169779,10,-62.1
22052d,-19,-46,553585470,2020-07-13 17:23:38.787147,16,-56.7
22052d,1,-38,562353669,2020-07-13 17:23:39.664297,9,-54.9
