LAP,pkt_type,status,channel,clkn_high,clk100ns,rssi_max,rssi_min,rssi_avg,rssi_count,timestamp,signal
36c151,0,28,24,0,403466729,20,-50,0,41,2020-07-02 16:05:11.623931,-37.8
36c151,0,28,24,0,403566761,17,-44,0,41,2020-07-02 16:05:11.640932,-40.5
36c151,0,28,56,0,403943942,19,-46,0,41,2020-07-02 16:05:11.685056,-38.7
36c151,0,28,26,0,405316941,17,-49,0,41,2020-07-02 16:05:11.827682,-40.5
36c151,0,28,26,0,405416990,17,-48,0,40,2020-07-02 16:05:11.843555,-40.5
2a7f3f,0,28,16,0,521983399,5,-48,0,41,2020-07-02 16:05:23.468845,-51.3
2a7f3f,0,28,1,0,522449972,7,-44,0,40,2020-07-02 16:05:23.525837,-49.5
2a7f3f,0,28,22,0,527826359,9,-42,0,40,2020-07-02 16:05:24.060722,-47.7
2a7f3f,0,28,58,0,532044765,13,-43,0,40,2020-07-02 16:05:24.482839,-44.1
2a7f3f,0,28,11,0,532545984,12,-45,0,41,2020-07-02 16:05:24.538464,-45.0
2a7f3f,0,28,2,0,634349378,5,-44,0,40,2020-07-02 16:05:34.711234,-51.3
4b7560,0,28,57,0,641881077,-9,-45,0,40,2020-07-02 16:05:35.462568,-63.9
fe616e,0,28,8,0,671804352,-38,-42,0,41,2020-07-02 16:05:38.456743,-90.0
2a7f3f,0,28,74,0,706120256,18,-51,0,42,2020-07-02 16:05:41.888527,-39.6
ff48e6,0,28,29,0,708763695,5,-46,0,40,2020-07-02 16:05:42.147378,-51.3
0c0fc0,0,60,65,0,744403475,-22,-41,0,41,2020-07-02 16:05:45.714637,-75.6
2a7f3f,0,28,59,0,770267908,12,-50,0,40,2020-07-02 16:05:48.299641,-45.0
2a7f3f,0,28,67,0,778344299,7,-48,0,41,2020-07-02 16:05:49.111769,-49.5
2a7f3f,0,28,53,0,827356069,16,-47,0,40,2020-07-02 16:05:54.015906,-41.4
2a7f3f,0,28,53,0,827420069,15,-46,0,41,2020-07-02 16:05:54.029281,-42.3
2a7f3f,0,28,55,0,861005349,7,-44,0,40,2020-07-02 16:05:57.375913,-49.5
2a7f3f,0,28,73,0,879016635,7,-44,0,41,2020-07-02 16:05:59.180695,-49.5
2a7f3f,0,28,8,0,924442204,6,-45,0,40,2020-07-02 16:06:03.720928,-50.4
2a7f3f,0,28,78,0,963142002,7,-43,0,40,2020-07-02 16:06:07.589947,-49.5
2a7f3f,0,28,63,0,995250064,13,-56,0,41,2020-07-02 16:06:10.799069,-44.1
2a7f3f,0,28,50,0,1029781428,10,-48,0,40,2020-07-02 16:06:14.250827,-46.8
d173cb,0,28,7,0,1034319166,7,-44,0,40,2020-07-02 16:06:14.710203,-49.5
eee105,0,28,71,0,1066605120,-40,-46,0,41,2020-07-02 16:06:17.938712,-91.8
cfb696,0,28,74,0,1116869295,-14,-45,0,42,2020-07-02 16:06:22.964097,-68.4
cfb696,0,28,74,0,1116969351,-14,-42,0,40,2020-07-02 16:06:22.981478,-68.4
cfb696,0,28,74,0,1117069331,-14,-46,0,40,2020-07-02 16:06:22.997847,-68.4
cfb696,0,28,74,0,1117169299,-13,-45,0,40,2020-07-02 16:06:23.014599,-67.5
cfb696,0,28,48,0,1122706292,-21,-42,0,41,2020-07-02 16:06:23.547848,-74.7
cfb696,0,28,22,0,1128231631,-26,-43,0,41,2020-07-02 16:06:24.102850,-79.2
cfb696,0,28,62,0,1136606407,-22,-34,0,40,2020-07-02 16:06:24.934227,-75.6
cfb696,0,28,74,0,1148671986,-16,-46,0,41,2020-07-02 16:06:26.143106,-70.2
cfb696,0,28,74,0,1148772069,-15,-45,0,41,2020-07-02 16:06:26.158357,-69.3
cfb696,0,28,78,0,1152619394,-8,-40,0,41,2020-07-02 16:06:26.539481,-63.0
cfb696,0,28,78,0,1152719343,-24,-39,0,40,2020-07-02 16:06:26.556106,-77.4
2a7f3f,0,28,50,0,1156110351,17,-46,0,41,2020-07-02 16:06:26.884800,-40.5
cfb696,0,28,20,0,1157843326,-27,-44,0,41,2020-07-02 16:06:27.068611,-80.1
cfb696,0,28,58,0,1164156380,-25,-43,0,40,2020-07-02 16:06:27.696108,-78.3
cfb696,0,28,58,0,1164356436,-25,-44,0,40,2020-07-02 16:06:27.722234,-78.3
cfb696,0,28,66,0,1172208639,-24,-44,0,41,2020-07-02 16:06:28.498860,-77.4
2a7f3f,0,28,73,0,1226779031,17,-52,0,40,2020-07-02 16:06:33.957873,-40.5
2a7f3f,0,28,17,0,1265378326,13,-46,0,40,2020-07-02 16:06:37.815256,-44.1
2a7f3f,0,28,54,0,1286709069,22,-44,0,41,2020-07-02 16:06:39.948637,-36.0
2a7f3f,0,28,71,0,1351021574,17,-44,0,41,2020-07-02 16:06:46.379982,-40.5
2a7f3f,0,28,53,0,1364576264,13,-46,0,40,2020-07-02 16:06:47.736655,-44.1
2a7f3f,0,28,50,0,1377283820,17,-45,0,41,2020-07-02 16:06:49.000181,-40.5
2a7f3f,0,28,77,0,1388447484,13,-48,0,41,2020-07-02 16:06:50.123036,-44.1
2a7f3f,0,28,58,0,1417108626,18,-44,0,41,2020-07-02 16:06:52.990667,-39.6
28ee14,0,28,51,0,1425955684,-38,-42,0,41,2020-07-02 16:06:53.872170,-90.0
2a7f3f,0,28,67,0,1441634084,19,-54,0,40,2020-07-02 16:06:55.434428,-38.7
2a7f3f,0,28,75,0,1481538935,8,-44,0,41,2020-07-02 16:06:59.433182,-48.6
2a7f3f,0,28,64,0,1486301691,14,-42,0,40,2020-07-02 16:06:59.907061,-43.2
9d0231,0,28,53,0,1554385863,-28,-42,0,40,2020-07-02 16:07:06.716199,-81.0
2a7f3f,0,28,75,0,1576113784,-1,-48,0,41,2020-07-02 16:07:08.889080,-56.7
949b8c,0,28,51,0,1583769416,-12,-45,0,40,2020-07-02 16:07:09.655707,-66.6
f95eff,0,28,53,0,1617576221,-36,-39,0,41,2020-07-02 16:07:13.036090,-88.2
ff48e6,0,28,27,0,1686295001,21,-52,0,41,2020-07-02 16:07:19.908359,-36.9
2a7f3f,0,28,65,0,1692474758,8,-43,0,40,2020-07-02 16:07:20.524231,-48.6
2a7f3f,0,28,64,0,1707499926,13,-44,0,41,2020-07-02 16:07:22.028542,-44.1
c4452d,0,28,54,0,1728935131,-32,-40,0,40,2020-07-02 16:07:24.170991,-84.6
2a7f3f,0,28,19,0,1773012375,11,-45,0,41,2020-07-02 16:07:28.580502,-45.9
2a7f3f,0,28,61,0,1846537664,10,-46,0,40,2020-07-02 16:07:35.935267,-46.8
2a7f3f,0,28,6,0,1870575853,4,-44,0,40,2020-07-02 16:07:38.336773,-52.2
2a7f3f,0,28,55,0,1872048920,7,-48,0,41,2020-07-02 16:07:38.489024,-49.5
2a7f3f,0,28,65,0,1882035441,16,-41,0,41,2020-07-02 16:07:39.480276,-41.4
ff48e6,0,28,37,0,1885806716,-5,-44,0,40,2020-07-02 16:07:39.859407,-60.3
eca0b2,0,28,29,0,1972436632,-41,-45,0,41,2020-07-02 16:07:48.522674,-92.7
378069,0,28,63,0,2038201479,4,-44,0,41,2020-07-02 16:07:55.095440,-52.2
2a7f3f,0,28,70,0,2155636286,13,-46,0,41,2020-07-02 16:08:06.840466,-44.1
2a7f3f,0,28,60,0,2177577171,4,-45,0,40,2020-07-02 16:08:09.035723,-52.2
ff48e6,0,28,56,0,2205003618,-15,-44,0,41,2020-07-02 16:08:11.779726,-69.3
4b7560,0,28,72,0,2284367502,-21,-46,0,40,2020-07-02 16:08:19.715246,-74.7
2a7f3f,0,28,56,0,2331538650,1,-45,0,41,2020-07-02 16:08:24.433382,-54.9
2a7f3f,0,28,21,0,2343710445,1,-45,0,40,2020-07-02 16:08:25.649760,-54.9
2a7f3f,0,28,75,0,2366035042,3,-46,0,40,2020-07-02 16:08:27.883140,-53.1
2a7f3f,0,28,57,0,2411269646,5,-44,0,40,2020-07-02 16:08:32.403400,-51.3
2a7f3f,0,28,60,0,2430344404,4,-45,0,41,2020-07-02 16:08:34.312030,-52.2
2a7f3f,0,28,70,0,2440163482,-27,-46,0,41,2020-07-02 16:08:35.294907,-80.1
2a7f3f,0,28,61,0,2446989519,26,-53,0,41,2020-07-02 16:08:35.979035,-32.4
2a7f3f,0,28,52,0,2453882446,1,-45,0,41,2020-07-02 16:08:36.667910,-54.9
2a7f3f,0,28,16,0,2512501086,24,-47,0,41,2020-07-02 16:08:42.523300,-34.2
2a7f3f,0,28,21,0,2533559043,3,-49,0,40,2020-07-02 16:08:44.634556,-53.1
2a7f3f,0,28,53,0,2533956095,0,-44,0,41,2020-07-02 16:08:44.680304,-55.8
2a7f3f,0,28,61,0,2541758208,8,-48,0,40,2020-07-02 16:08:45.455682,-48.6
2a7f3f,0,28,27,0,2570977276,-30,-45,0,41,2020-07-02 16:08:48.373062,-82.8
2a7f3f,0,28,12,0,2571883932,9,-48,0,41,2020-07-02 16:08:48.473439,-47.7
ff48e6,0,28,55,0,2599008401,-1,-45,0,41,2020-07-02 16:08:51.175569,-56.7
2a7f3f,0,28,3,0,2641720441,3,-45,0,40,2020-07-02 16:08:55.442704,-53.1
2a7f3f,0,28,71,0,2646655396,5,-45,0,40,2020-07-02 16:08:55.944456,-51.3
ff48e6,0,28,25,0,2758605160,2,-44,0,41,2020-07-02 16:09:07.137981,-54.0
2a7f3f,0,28,20,0,2769319095,4,-46,0,40,2020-07-02 16:09:08.211234,-52.2
2a7f3f,0,28,66,0,2783692016,6,-44,0,41,2020-07-02 16:09:09.645615,-50.4
2a7f3f,0,28,22,0,2897756591,6,-42,0,40,2020-07-02 16:09:21.054514,-50.4
6f1ced,0,28,72,0,2947773025,-42,-45,0,41,2020-07-02 16:09:26.053650,-93.6
2a7f3f,0,28,71,0,3025654186,12,-50,0,41,2020-07-02 16:09:33.845794,-45.0
2a7f3f,0,28,21,0,3070790124,12,-46,0,41,2020-07-02 16:09:38.359056,-45.0
da004c,0,60,43,0,3092406770,-39,-43,0,42,2020-07-02 16:09:40.518563,-90.9
2a7f3f,0,28,68,0,3133590301,-1,-46,0,41,2020-07-02 16:09:44.637071,-56.7
2a7f3f,0,28,16,0,3144496655,-6,-45,0,40,2020-07-02 16:09:45.723572,-61.2
2a7f3f,0,28,75,0,3156189312,10,-45,0,40,2020-07-02 16:09:46.896699,-46.8
2a7f3f,0,28,16,0,3207990672,14,-51,0,40,2020-07-02 16:09:52.074462,-43.2
2a7f3f,0,28,60,0,3220390050,13,-44,0,41,2020-07-02 16:09:53.316965,-44.1
2a7f3f,0,28,16,1,25658748,-8,-46,0,40,2020-07-02 16:10:01.518859,-63.0
035163,0,28,68,1,46104753,-42,-46,0,41,2020-07-02 16:10:03.569490,-93.6
ff48e6,0,28,63,1,120200405,-7,-43,0,41,2020-07-02 16:10:10.969005,-62.1
2a7f3f,0,28,16,1,120757690,-2,-43,0,40,2020-07-02 16:10:11.035256,-57.6
092963,0,28,56,1,160590088,-41,-45,0,40,2020-07-02 16:10:15.014394,-92.7
2a7f3f,0,28,54,1,221727862,7,-42,0,40,2020-07-02 16:10:21.128787,-49.5
2a7f3f,0,28,73,1,225025835,4,-46,0,40,2020-07-02 16:10:21.462656,-52.2
2a7f3f,0,28,64,1,231750348,5,-44,0,40,2020-07-02 16:10:22.131156,-51.3
2a7f3f,0,28,21,1,236040684,-1,-44,0,40,2020-07-02 16:10:22.563032,-56.7
2a7f3f,0,28,49,1,264122141,5,-46,0,41,2020-07-02 16:10:25.369665,-51.3
f3ba38,0,28,69,1,315771088,-42,-45,0,41,2020-07-02 16:10:30.536678,-93.6
4b7560,0,28,49,1,327563490,-11,-44,0,40,2020-07-02 16:10:31.714430,-65.7
2a7f3f,0,28,10,1,399111922,10,-44,0,41,2020-07-02 16:10:38.869448,-46.8
2a7f3f,0,28,67,1,408750268,1,-46,0,40,2020-07-02 16:10:39.833955,-54.9
2a7f3f,0,28,51,1,424187197,7,-45,0,40,2020-07-02 16:10:41.374703,-49.5
2a7f3f,0,28,63,1,436152271,13,-46,0,41,2020-07-02 16:10:42.567206,-44.1
cfb696,0,28,46,1,466480175,-21,-37,0,41,2020-07-02 16:10:45.600961,-74.7
cfb696,0,28,32,1,484079420,-18,-44,0,41,2020-07-02 16:10:47.364341,-72.0
cfb696,0,28,66,1,486595316,-27,-46,0,40,2020-07-02 16:10:47.615342,-80.1
cfb696,0,28,66,1,486695310,-29,-44,0,40,2020-07-02 16:10:47.630968,-81.9
3d0c09,0,28,21,1,489046616,-23,-41,0,41,2020-07-02 16:10:47.860595,-76.5
cfb696,0,60,76,1,496415241,-22,-44,0,41,2020-07-02 16:10:48.596984,-75.6
cfb696,0,60,78,1,498405044,9,-39,0,42,2020-07-02 16:10:48.802844,-47.7
cfb696,0,28,26,1,509919785,-26,-45,0,41,2020-07-02 16:10:49.949347,-79.2
cfb696,0,28,64,1,516203994,-22,-43,0,40,2020-07-02 16:10:50.576349,-75.6
2a7f3f,0,28,51,1,518912370,10,-45,0,41,2020-07-02 16:10:50.845475,-46.8
ff48e6,0,28,51,1,519196389,-13,-45,0,41,2020-07-02 16:10:50.879981,-67.5
cfb696,0,28,70,1,522157893,-15,-44,0,40,2020-07-02 16:10:51.174602,-69.3
cfb696,0,28,48,1,531791350,-24,-44,0,40,2020-07-02 16:10:52.133480,-77.4
2a7f3f,0,28,67,1,534814312,8,-46,0,41,2020-07-02 16:10:52.434564,-48.6
cfb696,0,28,24,1,539327901,-23,-45,0,41,2020-07-02 16:10:52.889481,-76.5
cfb696,0,28,56,1,539653489,-21,-45,0,40,2020-07-02 16:10:52.929355,-74.7
a0f73e,0,28,41,1,603734171,-39,-42,0,41,2020-07-02 16:10:59.329122,-90.9
71b08f,0,28,40,1,618489092,-9,-46,0,41,2020-07-02 16:11:00.806874,-63.9
2a7f3f,0,28,74,1,621073094,9,-45,0,40,2020-07-02 16:11:01.064875,-47.7
71b08f,0,28,16,1,626393011,-5,-46,0,40,2020-07-02 16:11:01.593251,-60.3
71b08f,0,28,48,1,626678325,-13,-46,0,41,2020-07-02 16:11:01.628499,-67.5
71b08f,0,28,20,1,630241428,-8,-38,0,41,2020-07-02 16:11:01.983002,-63.0
71b08f,0,28,20,1,630341420,-8,-46,0,41,2020-07-02 16:11:01.999000,-63.0
71b08f,0,28,71,1,633712370,-17,-44,0,41,2020-07-02 16:11:02.327778,-71.1
71b08f,0,28,24,1,634101770,-15,-37,0,41,2020-07-02 16:11:02.374377,-69.3
71b08f,0,28,24,1,634201830,-13,-40,0,41,2020-07-02 16:11:02.390502,-67.5
71b08f,0,28,75,1,637837221,-24,-45,0,40,2020-07-02 16:11:02.741376,-77.4
2a7f3f,0,28,64,1,642436125,4,-46,0,40,2020-07-02 16:11:03.198128,-52.2
2a7f3f,0,28,68,1,646600682,9,-45,0,40,2020-07-02 16:11:03.620879,-47.7
71b08f,0,28,16,1,657854488,-9,-46,0,40,2020-07-02 16:11:04.739257,-63.9
71b08f,0,60,22,1,663605359,-8,-44,0,41,2020-07-02 16:11:05.319508,-63.0
71b08f,0,28,22,1,663705428,-8,-40,0,40,2020-07-02 16:11:05.334759,-63.0
71b08f,0,28,32,1,673968276,-10,-45,0,41,2020-07-02 16:11:06.353515,-64.8
71b08f,0,28,40,1,681837758,-6,-44,0,40,2020-07-02 16:11:07.140387,-61.2
71b08f,0,28,40,1,681937705,-7,-44,0,41,2020-07-02 16:11:07.168637,-62.1
71b08f,0,28,16,1,689252986,-9,-45,0,41,2020-07-02 16:11:07.878145,-63.9
71b08f,0,28,54,1,695893328,-13,-40,0,41,2020-07-02 16:11:08.545267,-67.5
2a7f3f,0,28,74,1,747386519,2,-45,0,41,2020-07-02 16:11:13.698903,-54.0
2a7f3f,0,28,78,1,909298321,1,-41,0,40,2020-07-02 16:11:29.885190,-54.9
ff48e6,0,28,60,1,923184725,-8,-46,0,40,2020-07-02 16:11:31.276193,-63.0
2a7f3f,0,28,62,1,956448544,6,-39,0,40,2020-07-02 16:11:34.599828,-50.4
2a7f3f,0,28,65,1,1038696979,10,-38,0,40,2020-07-02 16:11:42.824846,-46.8
ff48e6,0,28,41,1,1077792532,-4,-45,0,41,2020-07-02 16:11:46.737050,-59.4
2a7f3f,0,28,8,1,1123790172,9,-44,0,41,2020-07-02 16:11:51.335866,-47.7
ff48e6,0,28,31,1,1162583770,-11,-43,0,40,2020-07-02 16:11:55.211382,-65.7
f8de22,0,28,45,1,1239634071,-34,-40,0,41,2020-07-02 16:12:02.921392,-86.4
2a7f3f,0,28,74,1,1252946828,5,-49,0,40,2020-07-02 16:12:04.252160,-51.3
2a7f3f,0,28,74,1,1253018791,7,-45,0,41,2020-07-02 16:12:04.264902,-49.5
2a7f3f,0,28,12,1,1254106305,8,-44,0,41,2020-07-02 16:12:04.378273,-48.6
2a7f3f,0,28,66,1,1276488656,8,-45,0,40,2020-07-02 16:12:06.605549,-48.6
2a7f3f,0,28,68,1,1278751062,7,-41,0,40,2020-07-02 16:12:06.834528,-49.5
39bdf3,0,28,18,1,1291827779,-41,-46,0,41,2020-07-02 16:12:08.135905,-92.7
ff48e6,0,28,1,1,1322180810,-13,-46,0,40,2020-07-02 16:12:11.171789,-67.5
2a7f3f,0,28,49,1,1338583396,5,-40,0,41,2020-07-02 16:12:12.817166,-51.3
2a7f3f,0,28,62,1,1462104984,5,-36,0,41,2020-07-02 16:12:25.163701,-51.3
5d8938,0,28,24,1,1582169791,-8,-44,0,40,2020-07-02 16:12:37.174099,-63.0
2a7f3f,0,28,55,1,1597278621,8,-44,0,40,2020-07-02 16:12:38.682101,-48.6
e1f654,0,28,48,1,1669546670,-39,-43,0,41,2020-07-02 16:12:45.909497,-90.9
2a7f3f,0,28,50,1,1671292952,8,-48,0,41,2020-07-02 16:12:46.084495,-48.6
2a7f3f,0,28,70,1,1691579449,7,-46,0,41,2020-07-02 16:12:48.116873,-49.5
ff48e6,0,28,69,1,1800979006,-13,-44,0,41,2020-07-02 16:12:59.056274,-67.5
2a7f3f,0,28,64,1,1843311120,2,-45,0,41,2020-07-02 16:13:03.286410,-54.0
2a7f3f,0,28,63,1,1889873835,-2,-45,0,41,2020-07-02 16:13:07.942167,-57.6
2a7f3f,0,28,54,1,1896778272,8,-45,0,41,2020-07-02 16:13:08.633923,-48.6
2a7f3f,0,28,55,1,1913577722,6,-45,0,41,2020-07-02 16:13:10.312555,-50.4
2cb8e0,0,28,43,1,1996243754,-42,-46,0,40,2020-07-02 16:13:18.582947,-93.6
789f34,0,28,0,1,2032387762,-19,-44,0,40,2020-07-02 16:13:22.193208,-72.9
75032c,0,28,21,1,2069142165,-21,-46,0,40,2020-07-02 16:13:25.871841,-74.7
2a7f3f,0,28,48,1,2080265609,6,-45,0,41,2020-07-02 16:13:26.982093,-50.4
96c358,0,28,17,1,2096744212,-40,-46,0,41,2020-07-02 16:13:28.631595,-91.8
ef2ae7,0,28,17,1,2096776205,-11,-46,0,41,2020-07-02 16:13:28.640751,-65.7
ef2ae7,0,28,49,1,2096889492,4,-44,0,41,2020-07-02 16:13:28.655220,-52.2
ef2ae7,0,28,21,1,2100649280,-8,-45,0,41,2020-07-02 16:13:29.021493,-63.0
ef2ae7,0,28,53,1,2100962788,3,-46,0,40,2020-07-02 16:13:29.059469,-53.1
ef2ae7,0,28,53,1,2101062792,3,-46,0,41,2020-07-02 16:13:29.075720,-53.1
ef2ae7,0,28,59,1,2106836862,4,-45,0,41,2020-07-02 16:13:29.640846,-52.2
ef2ae7,0,28,67,1,2115177236,4,-45,0,41,2020-07-02 16:13:30.474855,-52.2
ef2ae7,0,28,39,1,2118640659,8,-46,0,41,2020-07-02 16:13:30.820604,-48.6
ef2ae7,0,28,39,1,2118740621,8,-44,0,41,2020-07-02 16:13:30.836725,-48.6
ef2ae7,0,28,71,1,2118953779,1,-45,0,40,2020-07-02 16:13:30.864725,-54.9
ef2ae7,0,28,71,1,2119153870,1,-46,0,40,2020-07-02 16:13:30.890230,-54.9
ef2ae7,0,60,45,1,2124402175,-3,-45,0,42,2020-07-02 16:13:31.396600,-58.5
ef2ae7,0,28,47,1,2126612415,6,-43,0,40,2020-07-02 16:13:31.612980,-50.4
ef2ae7,0,28,47,1,2126712435,7,-43,0,41,2020-07-02 16:13:31.628989,-49.5
789f34,0,28,0,1,2126989552,-24,-41,0,40,2020-07-02 16:13:31.664305,-77.4
789f34,0,28,0,1,2127189532,-27,-44,0,41,2020-07-02 16:13:31.692601,-80.1
5d8938,0,28,17,1,2128173554,-15,-27,0,41,2020-07-02 16:13:31.799981,-69.3
ef2ae7,0,28,49,1,2128487043,3,-48,0,40,2020-07-02 16:13:31.836476,-53.1
2a7f3f,0,28,68,1,2131977380,6,-47,0,41,2020-07-02 16:13:32.155482,-50.4
ef2ae7,0,28,59,1,2138439088,6,-45,0,40,2020-07-02 16:13:32.801492,-50.4
ef2ae7,0,28,31,1,2142390288,2,-45,0,41,2020-07-02 16:13:33.190979,-54.0
ef2ae7,0,28,63,1,2142703558,-12,-46,0,40,2020-07-02 16:13:33.228605,-66.6
ef2ae7,0,28,45,1,2156113484,1,-45,0,41,2020-07-02 16:13:34.564689,-54.9
c17835,0,28,68,1,2163539678,-1,-47,0,40,2020-07-02 16:13:35.314113,-56.7
2a7f3f,0,28,53,1,2164126229,7,-45,0,41,2020-07-02 16:13:35.378236,-49.5
c17835,0,28,70,1,2165529988,-2,-45,0,41,2020-07-02 16:13:35.523361,-57.6
c17835,0,28,72,1,2167352110,1,-48,0,40,2020-07-02 16:13:35.697488,-54.9
c17835,0,28,72,1,2167552220,1,-46,0,41,2020-07-02 16:13:35.723865,-54.9
c17835,0,28,44,1,2170990994,7,-44,0,40,2020-07-02 16:13:36.055617,-49.5
c17835,0,28,78,1,2173289683,2,-38,0,41,2020-07-02 16:13:36.286612,-54.0
c17835,0,28,78,1,2173389614,1,-38,0,41,2020-07-02 16:13:36.301738,-54.9
c17835,0,60,48,1,2174802241,6,-48,0,40,2020-07-02 16:13:36.441115,-50.4
