LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
b8a8b8,-28,-44,13983446,2020-07-13 16:53:39.088265,61,-81.0
b8a8b8,-24,-36,14870758,2020-07-13 16:53:39.176765,78,-77.4
8ababe,-26,-45,36856302,2020-07-13 16:53:41.377402,21,-79.2
b8a8b8,-30,-45,40771386,2020-07-13 16:53:41.767532,72,-82.8
b8a8b8,-29,-45,41333980,2020-07-13 16:53:41.825651,57,-81.9
b8a8b8,-30,-43,45045527,2020-07-13 16:53:42.196417,29,-82.8
b8a8b8,-31,-46,89271744,2020-07-13 16:53:46.618922,26,-83.7
b8a8b8,-29,-45,89757115,2020-07-13 16:53:46.667797,58,-81.9
b8a8b8,-26,-46,122559060,2020-07-13 16:53:49.946434,75,-79.2
b8a8b8,-25,-46,124433235,2020-07-13 16:53:50.137062,77,-78.3
b8a8b8,-29,-44,134059728,2020-07-13 16:53:51.097572,55,-81.9
b8a8b8,-29,-45,137771125,2020-07-13 16:53:51.466442,27,-45.9
b8a8b8,-26,-45,139757643,2020-07-13 16:53:51.669945,29,-79.2
b8a8b8,-28,-46,154969780,2020-07-13 16:53:53.186577,60,-81.0
b8a8b8,-28,-45,186672111,2020-07-13 16:53:56.356841,60,-81.0
b8a8b8,-29,-42,196559666,2020-07-13 16:53:57.346595,70,-81.9
22052d,-5,-45,201704795,2020-07-13 16:53:57.861979,12,-60.3
b8a8b8,-28,-45,234910231,2020-07-13 16:54:01.180385,61,-67.5
b8a8b8,-28,-42,259761279,2020-07-13 16:54:03.665248,70,-81.0
b8a8b8,-27,-46,276558975,2020-07-13 16:54:05.345003,71,-57.6
b8a8b8,-29,-45,294073713,2020-07-13 16:54:07.094513,57,-81.9
22052d,3,-45,300958515,2020-07-13 16:54:07.784141,48,-53.1
b8a8b8,-31,-46,308362002,2020-07-13 16:54:08.524408,71,-83.7
22052d,4,-44,327471174,2020-07-13 16:54:10.439279,27,-52.2
b8a8b8,-26,-45,360534528,2020-07-13 16:54:13.745416,76,-79.2
b8a8b8,-26,-45,360734581,2020-07-13 16:54:13.765791,76,-66.6
b8a8b8,-26,-47,406960044,2020-07-13 16:54:18.385685,75,-69.3
b8a8b8,-31,-42,418559936,2020-07-13 16:54:19.546450,55,-76.5
b8a8b8,-30,-44,419675692,2020-07-13 16:54:19.659079,72,-80.1
b8a8b8,-27,-46,421738146,2020-07-13 16:54:19.867316,74,-64.8
b8a8b8,-29,-45,439074896,2020-07-13 16:54:21.598581,28,-81.9
d32141,-42,-46,455473349,2020-07-13 16:54:23.236961,76,-92.7
22052d,-6,-45,462277702,2020-07-13 16:54:23.914208,67,-54.9
214ac6,-26,-45,463253558,2020-07-13 16:54:24.014336,5,-79.2
b8a8b8,-28,-44,480972986,2020-07-13 16:54:25.787091,70,-81.0
8d1b6c,-42,-45,495847179,2020-07-13 16:54:27.277726,69,-91.8
b8a8b8,-27,-37,520436283,2020-07-13 16:54:29.728734,78,-63.9
b8a8b8,-28,-44,527376725,2020-07-13 16:54:30.430736,69,-81.0
22052d,1,-36,560807959,2020-07-13 16:54:33.771880,71,-54.9
b8a8b8,-28,-45,590463565,2020-07-13 16:54:36.738643,69,-81.0
c4db4b,-40,-43,597191125,2020-07-13 16:54:37.410272,28,-59.4
b8a8b8,-29,-45,641775305,2020-07-13 16:54:41.870663,57,-80.1
