LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
369322,-27,-46,12063334,2020-07-13 16:53:38.882671,12,-74.7
22052d,8,-46,44848577,2020-07-13 16:53:42.158591,29,-48.6
47b364,-28,-47,47256286,2020-07-13 16:53:42.400077,63,-70.2
369322,-28,-44,125689141,2020-07-13 16:53:50.242897,15,-81.0
22052d,-8,-43,167642242,2020-07-13 16:53:54.439078,57,-63.0
22052d,4,-40,218435965,2020-07-13 16:53:59.519480,13,-52.2
47b364,-25,-44,292885408,2020-07-13 16:54:06.961925,40,-78.3
47b364,-28,-41,310883046,2020-07-13 16:54:08.764692,58,-81.0
369322,-33,-45,335043168,2020-07-13 16:54:11.180727,3,-85.5
22052d,-6,-43,374164035,2020-07-13 16:54:15.093247,58,-51.3
214ac6,-31,-46,377290146,2020-07-13 16:54:15.407150,77,-83.7
22052d,-16,-36,425669526,2020-07-13 16:54:20.239546,78,-69.3
214ac6,-31,-42,496014202,2020-07-13 16:54:27.277486,22,-83.7
