LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
d1102b,-41,-45,57692821,2020-07-13 17:15:11.886573,26,-54.0
fbd499,-38,-42,147953025,2020-07-13 17:15:20.912725,37,-88.2
22052d,16,-42,243274031,2020-07-13 17:15:30.447636,22,-41.4
dfaf10,-42,-48,274513816,2020-07-13 17:15:33.569521,69,-76.5
369322,-31,-45,414917409,2020-07-13 17:15:47.609915,4,-83.7
22052d,15,-44,415558834,2020-07-13 17:15:47.673535,36,-42.3
8ac4af,-40,-45,434866481,2020-07-13 17:15:49.603547,24,-86.4
369322,-31,-43,480270073,2020-07-13 17:15:54.145059,6,-83.7
22052d,-12,-44,564553723,2020-07-13 17:16:02.571067,43,-45.9
22052d,-11,-46,566242146,2020-07-13 17:16:02.741449,13,-41.4
