LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
3784cb,-36,-44,554458,2020-07-13 17:21:31.210547,32,-88.2
22052d,17,10,29349119,2020-07-13 17:21:34.043946,45,-40.5
22052d,18,-46,29746618,2020-07-13 17:21:34.084703,77,-39.6
369322,-24,-47,51160845,2020-07-13 17:21:36.227841,35,-77.4
22052d,16,-42,85346026,2020-07-13 17:21:39.648005,22,-41.4
1406bc,-34,-46,94594456,2020-07-13 17:21:40.569763,47,-86.4
b39e14,-30,-42,104446438,2020-07-13 17:21:41.558021,57,-82.8
369322,-32,-45,157601380,2020-07-13 17:21:46.870818,47,-84.6
22052d,-1,-45,168639314,2020-07-13 17:21:47.976582,42,-38.7
22052d,-6,-46,170915242,2020-07-13 17:21:48.205454,76,-42.3
a45ef0,-38,-45,303967614,2020-07-13 17:22:01.508323,35,-89.1
22052d,17,-44,341080475,2020-07-13 17:22:05.219745,9,-40.5
22052d,16,-45,357880461,2020-07-13 17:22:06.901251,10,-41.4
22052d,1,-36,362026314,2020-07-13 17:22:07.313501,46,-43.2
22052d,-5,-45,418398325,2020-07-13 17:22:12.951198,23,-42.3
369322,-27,-45,566321434,2020-07-13 17:22:27.743438,13,-54.0
22052d,2,-46,566798686,2020-07-13 17:22:27.792440,45,-44.1
22052d,17,-46,581878620,2020-07-13 17:22:29.300705,76,-40.5
