LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
b39e14,-27,-44,82992857,2020-07-13 17:21:39.452742,67,-80.1
22052d,-1,-45,98268465,2020-07-13 17:21:40.978996,19,-56.7
22052d,-8,-44,165500562,2020-07-13 17:21:47.701261,23,-56.7
22052d,-7,-39,244088011,2020-07-13 17:21:55.559532,7,-56.7
5b1313,-41,-45,282688798,2020-07-13 17:21:59.423034,77,-90.0
22052d,-1,-46,351016097,2020-07-13 17:22:06.253927,19,-56.7
22052d,-12,-45,360561445,2020-07-13 17:22:07.212191,76,-54.0
00d53e,-41,-46,375146969,2020-07-13 17:22:08.671689,43,-90.9
a04125,-41,-44,415532599,2020-07-13 17:22:12.706947,36,-90.0
22052d,-13,-46,455209615,2020-07-13 17:22:16.674581,76,-67.5
22052d,-11,-44,535285956,2020-07-13 17:22:24.684476,77,-52.2
22052d,-9,-44,621545654,2020-07-13 17:22:33.306368,5,-55.8
