LAP,pkt_type,status,channel,clkn_high,clk100ns,rssi_max,rssi_min,rssi_avg,rssi_count,timestamp,signal
ac0610,0,60,46,0,330405152,19,-37,0,40,2020-07-02 16:05:15.329090,-38.7
ac0610,0,28,46,0,330505159,19,-37,0,41,2020-07-02 16:05:15.343343,-38.7
ac0610,0,28,46,0,330605148,21,-39,0,41,2020-07-02 16:05:15.354465,-36.9
ac0610,0,28,48,0,332527144,20,-52,0,41,2020-07-02 16:05:15.545592,-37.8
2a7f3f,0,28,50,0,334573362,7,-42,0,40,2020-07-02 16:05:15.756910,-49.5
36c151,0,28,62,0,346453619,19,-44,0,40,2020-07-02 16:05:16.937293,-38.7
36c151,0,28,62,0,346653618,19,-44,0,41,2020-07-02 16:05:16.962851,-38.7
2a7f3f,0,28,68,0,352592560,6,-44,0,40,2020-07-02 16:05:17.558978,-50.4
36c151,0,28,38,0,354041746,10,-38,0,40,2020-07-02 16:05:17.712361,-46.8
36c151,0,28,38,0,354141658,9,-40,0,41,2020-07-02 16:05:17.728480,-47.7
36c151,0,28,38,0,354241616,12,-41,0,40,2020-07-02 16:05:17.744730,-45.0
36c151,0,28,38,0,354341644,9,-39,0,40,2020-07-02 16:05:17.756980,-47.7
36c151,0,28,10,0,357752960,15,-48,0,41,2020-07-02 16:05:18.072176,-42.3
36c151,0,28,10,0,357853024,15,-48,0,40,2020-07-02 16:05:18.088064,-42.3
36c151,0,28,46,0,362130917,5,-37,0,41,2020-07-02 16:05:18.500984,-51.3
2a7f3f,0,28,48,0,364393034,5,-43,0,41,2020-07-02 16:05:18.732486,-51.3
36c151,0,28,2,0,381314406,19,-54,0,40,2020-07-02 16:05:20.430746,-38.7
36c151,0,28,2,0,381514517,19,-52,0,41,2020-07-02 16:05:20.456748,-38.7
2a7f3f,0,28,19,0,382630547,8,-45,0,41,2020-07-02 16:05:20.575499,-48.6
36c151,0,28,14,0,393379833,19,-34,0,40,2020-07-02 16:05:21.625003,-38.7
36c151,0,28,24,0,403302847,23,-32,0,41,2020-07-02 16:05:22.628259,-35.1
2a7f3f,0,28,20,0,431192699,12,-44,0,40,2020-07-02 16:05:25.419777,-45.0
2a7f3f,0,28,55,0,481865418,-3,-46,0,40,2020-07-02 16:05:30.482806,-58.5
2a7f3f,0,28,67,0,493767333,7,-45,0,41,2020-07-02 16:05:31.669562,-49.5
2a7f3f,0,28,76,0,550264290,15,-44,0,40,2020-07-02 16:05:37.315849,-42.3
d173cb,0,28,28,0,596867042,22,-51,0,40,2020-07-02 16:05:41.982629,-36.0
2a7f3f,0,28,5,0,621390212,12,-50,0,41,2020-07-02 16:05:44.441514,-45.0
2a7f3f,0,28,63,0,647652097,7,-45,0,40,2020-07-02 16:05:47.050029,-49.5
d173cb,0,28,10,0,673664896,15,-50,0,41,2020-07-02 16:05:49.663045,-42.3
d173cb,0,28,20,0,683664690,19,-47,0,40,2020-07-02 16:05:50.666302,-38.7
9be244,0,28,71,0,687595824,-41,-44,0,41,2020-07-02 16:05:51.059304,-92.7
1642be,0,28,0,0,695388353,-10,-43,0,40,2020-07-02 16:05:51.851063,-64.8
2a7f3f,0,28,59,0,707193190,20,-45,0,41,2020-07-02 16:05:53.030320,-37.8
76cd54,0,28,14,0,709400578,-26,-32,0,40,2020-07-02 16:05:53.254447,-79.2
d173cb,0,28,1,0,743665113,13,-44,0,41,2020-07-02 16:05:56.659717,-44.1
2a7f3f,0,28,60,0,787188098,-5,-44,0,41,2020-07-02 16:06:01.019821,-60.3
4b7560,0,28,63,0,868904530,-9,-43,0,40,2020-07-02 16:06:09.181040,-63.9
d173cb,0,28,18,0,902824610,7,-45,0,41,2020-07-02 16:06:12.573932,-49.5
2a7f3f,0,28,59,0,928184633,4,-39,0,41,2020-07-02 16:06:15.119321,-52.2
d173cb,0,28,76,0,1024025952,20,-58,0,41,2020-07-02 16:06:24.711474,-37.8
2a7f3f,0,28,11,0,1038114348,13,-26,0,41,2020-07-02 16:06:26.117139,-44.1
90a9df,0,28,47,0,1042608003,-39,-44,0,41,2020-07-02 16:06:26.558533,-90.9
d173cb,0,28,17,0,1044061237,14,-51,0,41,2020-07-02 16:06:26.715023,-43.2
d173cb,0,28,70,0,1049623363,13,-42,0,41,2020-07-02 16:06:27.267146,-44.1
ff48e6,0,28,32,0,1074882787,-14,-44,0,41,2020-07-02 16:06:29.787659,-68.4
4b7560,0,28,52,0,1095152789,-12,-43,0,41,2020-07-02 16:06:31.832799,-66.6
2a7f3f,0,28,52,0,1095188744,15,-52,0,41,2020-07-02 16:06:31.842679,-42.3
cfb696,0,28,74,0,1117198638,-26,-44,0,40,2020-07-02 16:06:34.017809,-79.2
2a7f3f,0,28,7,0,1128964689,-5,-42,0,41,2020-07-02 16:06:35.200259,-60.3
cfb696,0,28,28,0,1134020348,-25,-45,0,40,2020-07-02 16:06:35.709322,-78.3
cfb696,0,28,30,0,1136311059,-21,-36,0,41,2020-07-02 16:06:35.929444,-74.7
d173cb,0,28,62,0,1136460272,15,-40,0,41,2020-07-02 16:06:35.950320,-42.3
d173cb,0,28,57,0,1147586416,17,-47,0,41,2020-07-02 16:06:37.056952,-40.5
cfb696,0,28,74,0,1148498237,-27,-45,0,41,2020-07-02 16:06:37.155328,-80.1
cfb696,0,28,74,0,1148598245,-26,-44,0,40,2020-07-02 16:06:37.171452,-79.2
31e80a,0,28,42,0,1179880702,-34,-43,0,40,2020-07-02 16:06:40.287471,-86.4
2a7f3f,0,28,14,0,1183399864,9,-33,0,41,2020-07-02 16:06:40.641098,-47.7
d173cb,0,28,7,0,1192060273,-9,-44,0,40,2020-07-02 16:06:41.525483,-63.9
d173cb,0,28,1,0,1217624238,5,-44,0,40,2020-07-02 16:06:44.058370,-51.3
2a7f3f,0,28,1,0,1217836267,4,-43,0,41,2020-07-02 16:06:44.083872,-52.2
2a7f3f,0,60,0,0,1327203651,3,-44,0,40,2020-07-02 16:06:55.019433,-53.1
2a7f3f,0,28,66,0,1330068636,9,-48,0,41,2020-07-02 16:06:55.311560,-47.7
d173cb,0,28,69,0,1348864431,20,-53,0,40,2020-07-02 16:06:57.189322,-37.8
2a7f3f,0,28,56,0,1351717340,3,-44,0,41,2020-07-02 16:06:57.472822,-53.1
2a7f3f,0,28,70,0,1397360244,11,-40,0,40,2020-07-02 16:07:02.036725,-45.9
d173cb,0,28,2,0,1455659234,5,-45,0,40,2020-07-02 16:07:07.868260,-51.3
d173cb,0,28,72,0,1462421548,8,-45,0,41,2020-07-02 16:07:08.541013,-48.6
2a7f3f,0,28,19,0,1520251879,15,-54,0,40,2020-07-02 16:07:14.327076,-42.3
2a7f3f,0,28,56,0,1573176359,4,-46,0,40,2020-07-02 16:07:19.623087,-52.2
d173cb,0,28,71,0,1603624839,21,-45,0,41,2020-07-02 16:07:22.664100,-36.9
d173cb,0,28,75,0,1639225033,23,-48,0,40,2020-07-02 16:07:26.224495,-35.1
2a7f3f,0,28,71,0,1698774974,13,-53,0,41,2020-07-02 16:07:32.178736,-44.1
2a7f3f,0,28,3,0,1756910472,6,-44,0,41,2020-07-02 16:07:37.983320,-50.4
2a7f3f,0,28,63,0,1848546750,4,-44,0,40,2020-07-02 16:07:47.148243,-52.2
2a7f3f,0,28,50,0,1851452459,9,-43,0,40,2020-07-02 16:07:47.439245,-47.7
2a7f3f,0,28,48,0,1881052869,9,-45,0,40,2020-07-02 16:07:50.399138,-47.7
d173cb,0,28,50,0,1882859567,20,-50,0,40,2020-07-02 16:07:50.587645,-37.8
2a7f3f,0,28,50,0,1883091606,7,-47,0,41,2020-07-02 16:07:50.617141,-49.5
2a7f3f,0,28,3,0,1946621096,3,-43,0,41,2020-07-02 16:07:56.956053,-53.1
2a7f3f,0,60,52,0,1948014687,16,-43,0,41,2020-07-02 16:07:57.110053,-41.4
2a7f3f,0,28,53,0,1965171540,-3,-42,0,41,2020-07-02 16:07:58.821064,-58.5
4b7560,0,28,63,0,1975142480,-12,-44,0,41,2020-07-02 16:07:59.809070,-66.6
2a7f3f,0,28,62,0,1989697097,5,-39,0,40,2020-07-02 16:08:01.270826,-51.3
2a7f3f,0,28,19,0,1994375934,5,-45,0,41,2020-07-02 16:08:01.740331,-51.3
d173cb,0,60,65,0,2103212704,5,-40,0,41,2020-07-02 16:08:12.618520,-51.3
d173cb,0,60,59,0,2128812358,5,-45,0,41,2020-07-02 16:08:15.182536,-51.3
d173cb,0,28,56,0,2173218517,19,-45,0,40,2020-07-02 16:08:19.625311,-38.7
098693,0,28,75,0,2176500469,-41,-44,0,41,2020-07-02 16:08:19.950691,-92.7
4b7560,0,28,73,0,2206397269,-20,-46,0,40,2020-07-02 16:08:22.943206,-73.8
d173cb,0,28,18,0,2230049182,1,-44,0,41,2020-07-02 16:08:25.301039,-54.9
d173cb,0,28,48,0,2260050298,4,-44,0,40,2020-07-02 16:08:28.298997,-52.2
2a7f3f,0,28,21,0,2343802727,10,-43,0,41,2020-07-02 16:08:36.684367,-46.8
d173cb,0,28,23,0,2345656568,18,-46,0,41,2020-07-02 16:08:36.874414,-39.6
4b7560,0,28,53,0,2438892767,-16,-44,0,41,2020-07-02 16:08:46.192594,-70.2
2a7f3f,0,28,70,0,2661585119,15,-46,0,41,2020-07-02 16:09:08.458727,-42.3
2a7f3f,0,28,12,0,2761553938,25,-58,0,41,2020-07-02 16:09:18.459165,-33.3
788c25,0,28,39,0,2772681550,-36,-46,0,40,2020-07-02 16:09:19.570043,-88.2
2a7f3f,0,28,4,0,2785145842,3,-46,0,41,2020-07-02 16:09:20.815925,-53.1
d173cb,0,60,56,0,2805206552,5,-44,0,40,2020-07-02 16:09:22.821688,-51.3
2a7f3f,0,28,60,0,2809547357,3,-41,0,40,2020-07-02 16:09:23.259067,-53.1
13ebf8,0,28,47,0,2843774728,-39,-44,0,40,2020-07-02 16:09:26.677859,-90.9
2a7f3f,0,28,19,0,2847327489,7,-44,0,41,2020-07-02 16:09:27.037713,-49.5
8b94f7,0,28,31,0,2890926298,-18,-36,0,41,2020-07-02 16:09:31.391370,-72.0
0f7ee3,0,28,64,0,2908288243,-39,-45,0,40,2020-07-02 16:09:33.132374,-90.9
f5ac75,0,28,33,0,2924604743,-36,-44,0,41,2020-07-02 16:09:34.754133,-88.2
2a7f3f,0,28,54,0,2929769315,4,-43,0,41,2020-07-02 16:09:35.280386,-52.2
2a7f3f,0,60,62,0,2937606339,0,-35,0,40,2020-07-02 16:09:36.062524,-55.8
d173cb,0,28,75,0,2966443446,23,-56,0,40,2020-07-02 16:09:38.948167,-35.1
8299f3,0,28,53,0,2976042657,-41,-45,0,41,2020-07-02 16:09:39.907165,-92.7
2a7f3f,0,28,76,0,3046544117,18,-51,0,40,2020-07-02 16:09:46.955458,-39.6
e54835,0,28,53,0,3071100647,-40,-46,0,41,2020-07-02 16:09:49.413471,-91.8
2a7f3f,0,28,51,0,3100780764,6,-48,0,40,2020-07-02 16:09:52.382783,-50.4
5e7875,0,28,1,0,3113653693,-39,-44,0,41,2020-07-02 16:09:53.662247,-90.9
2a7f3f,0,28,67,0,3116742964,7,-45,0,41,2020-07-02 16:09:53.975997,-49.5
2a7f3f,0,28,77,0,3126741038,16,-52,0,41,2020-07-02 16:09:54.975507,-41.4
d173cb,0,28,49,0,3130040849,13,-48,0,41,2020-07-02 16:09:55.313638,-44.1
4b7560,0,28,49,0,3130128882,-8,-48,0,41,2020-07-02 16:09:55.327880,-63.0
2a7f3f,0,28,0,0,3160147476,18,-45,0,41,2020-07-02 16:09:58.325085,-39.6
d173cb,0,60,10,0,3170010943,-2,-44,0,41,2020-07-02 16:09:59.309279,-57.6
2a7f3f,0,28,68,0,3228082663,22,-45,0,41,2020-07-02 16:10:05.111689,-36.0
2a7f3f,0,28,15,0,3254046989,22,-49,0,40,2020-07-02 16:10:07.703830,-36.0
2a7f3f,0,28,4,0,3259146703,22,-44,0,41,2020-07-02 16:10:08.218335,-36.0
2a7f3f,0,28,16,0,3270939859,7,-45,0,41,2020-07-02 16:10:09.387218,-49.5
2a7f3f,0,60,52,1,61612866,5,-42,0,41,2020-07-02 16:10:16.147630,-51.3
2a7f3f,0,28,76,1,85974608,1,-46,0,41,2020-07-02 16:10:18.579768,-54.9
172104,0,28,15,1,103740412,-40,-45,0,40,2020-07-02 16:10:20.354281,-91.8
2a7f3f,0,28,70,1,111412357,-3,-41,0,41,2020-07-02 16:10:21.122410,-58.5
2a7f3f,0,28,54,1,190037778,-9,-43,0,40,2020-07-02 16:10:28.987088,-63.9
2a7f3f,0,28,13,1,196425818,-8,-43,0,40,2020-07-02 16:10:29.625460,-63.0
a0fa0a,0,28,0,1,199282844,-40,-43,0,40,2020-07-02 16:10:29.909217,-91.8
2a7f3f,0,28,60,1,227636869,-3,-41,0,40,2020-07-02 16:10:32.747233,-58.5
2a7f3f,0,28,14,1,276585510,1,-33,0,41,2020-07-02 16:10:37.642132,-54.9
2a7f3f,0,28,56,1,318778058,10,-39,0,40,2020-07-02 16:10:41.859784,-46.8
d173cb,0,28,13,1,386035902,6,-48,0,41,2020-07-02 16:10:48.588323,-50.4
2a7f3f,0,28,53,1,394778196,20,-49,0,40,2020-07-02 16:10:49.462704,-37.8
2a7f3f,0,28,9,1,413733370,11,-50,0,41,2020-07-02 16:10:51.357591,-45.9
2a7f3f,0,28,10,1,430476732,18,-48,0,40,2020-07-02 16:10:53.029473,-39.6
d173cb,0,28,5,1,472834662,18,-48,0,41,2020-07-02 16:10:57.268129,-39.6
cfb696,0,28,54,1,474551510,-29,-42,0,41,2020-07-02 16:10:57.445004,-81.9
cfb696,0,28,32,1,484085369,-24,-37,0,41,2020-07-02 16:10:58.389888,-77.4
cfb696,0,28,66,1,486700887,-22,-45,0,41,2020-07-02 16:10:58.655882,-75.6
cfb696,0,60,19,1,486801970,-17,-44,0,41,2020-07-02 16:10:58.672008,-71.1
2a7f3f,0,28,62,1,514139007,17,-45,0,41,2020-07-02 16:11:01.399524,-40.5
cfb696,0,28,66,1,518199821,-22,-45,0,40,2020-07-02 16:11:01.807401,-75.6
cfb696,0,28,38,1,521638979,-20,-42,0,41,2020-07-02 16:11:02.145904,-73.8
cfb696,0,28,70,1,522264516,-24,-44,0,41,2020-07-02 16:11:02.218895,-77.4
d173cb,0,28,3,1,534034904,16,-44,0,40,2020-07-02 16:11:03.381603,-41.4
cfb696,0,28,56,1,539959792,-25,-44,0,41,2020-07-02 16:11:03.981167,-78.3
2a7f3f,0,28,64,1,547636850,18,-42,0,41,2020-07-02 16:11:04.747044,-39.6
71b08f,0,28,24,1,602783530,-9,-45,0,41,2020-07-02 16:11:10.260076,-63.9
71b08f,0,28,28,1,606432218,-13,-47,0,40,2020-07-02 16:11:10.629203,-67.5
71b08f,0,28,28,1,606532199,-11,-45,0,41,2020-07-02 16:11:10.645205,-65.7
71b08f,0,28,36,1,614798066,-8,-45,0,41,2020-07-02 16:11:11.473711,-63.0
71b08f,0,28,40,1,618518348,-12,-43,0,41,2020-07-02 16:11:11.843176,-66.6
71b08f,0,28,12,1,622357719,-17,-45,0,41,2020-07-02 16:11:12.235719,-71.1
71b08f,0,60,16,1,626009578,-9,-44,0,40,2020-07-02 16:11:12.588845,-63.9
71b08f,0,28,20,1,630246938,-8,-40,0,40,2020-07-02 16:11:13.015160,-63.0
71b08f,0,28,20,1,630346962,-8,-46,0,40,2020-07-02 16:11:13.031426,-63.0
d173cb,0,28,41,1,635231138,6,-45,0,41,2020-07-02 16:11:13.508720,-50.4
71b08f,0,28,48,1,658046544,-17,-45,0,41,2020-07-02 16:11:15.782859,-71.1
71b08f,0,28,48,1,658146530,-16,-45,0,40,2020-07-02 16:11:15.799611,-70.2
71b08f,0,60,22,1,663608566,-13,-40,0,40,2020-07-02 16:11:16.345113,-67.5
71b08f,0,28,22,1,663708628,-14,-41,0,41,2020-07-02 16:11:16.362384,-68.4
71b08f,0,28,54,1,664097828,-14,-41,0,40,2020-07-02 16:11:16.409237,-68.4
71b08f,0,28,71,1,665481612,-12,-45,0,40,2020-07-02 16:11:16.556240,-66.6
71b08f,0,28,71,1,665581672,-12,-46,0,40,2020-07-02 16:11:16.572490,-66.6
d173cb,0,28,45,1,670831097,17,-45,0,40,2020-07-02 16:11:17.069242,-40.5
71b08f,0,28,0,1,673286596,-12,-44,0,40,2020-07-02 16:11:17.312119,-66.6
71b08f,0,28,32,1,673671784,-15,-44,0,40,2020-07-02 16:11:17.358244,-69.3
71b08f,0,28,38,1,679623199,-8,-42,0,40,2020-07-02 16:11:17.948497,-63.0
71b08f,0,28,8,1,681255939,-13,-39,0,40,2020-07-02 16:11:18.114127,-67.5
71b08f,0,28,8,1,681355949,-15,-45,0,40,2020-07-02 16:11:18.130623,-69.3
4b7560,0,28,61,1,687073008,-16,-45,0,41,2020-07-02 16:11:18.703381,-70.2
71b08f,0,28,46,1,687995392,-11,-35,0,41,2020-07-02 16:11:18.795382,-65.7
71b08f,0,28,16,1,689260404,-5,-44,0,40,2020-07-02 16:11:18.930008,-60.3
4b7560,0,28,57,1,714567913,-13,-45,0,40,2020-07-02 16:11:21.446397,-67.5
2a7f3f,0,28,74,1,747540727,-9,-42,0,40,2020-07-02 16:11:24.751668,-63.9
2a7f3f,0,28,71,1,760109118,1,-45,0,41,2020-07-02 16:11:26.008799,-54.9
d173cb,0,28,64,1,768832613,-1,-36,0,41,2020-07-02 16:11:26.882805,-56.7
4b7560,0,28,72,1,777071279,-14,-45,0,41,2020-07-02 16:11:27.705060,-68.4
2a7f3f,0,28,57,1,777729628,-2,-45,0,41,2020-07-02 16:11:27.777309,-57.6
2a7f3f,0,28,73,1,825563378,-7,-45,0,40,2020-07-02 16:11:32.548589,-62.1
2a7f3f,0,28,69,1,852882158,-4,-44,0,41,2020-07-02 16:11:35.287355,-59.4
f9ff5b,0,28,51,1,866716401,-39,-42,0,41,2020-07-02 16:11:36.667872,-90.9
2a7f3f,0,28,48,1,1069162780,-1,-40,0,40,2020-07-02 16:11:56.910110,-56.7
2a7f3f,0,28,48,1,1069198801,-1,-44,0,40,2020-07-02 16:11:56.920239,-56.7
69b4b0,0,28,54,1,1169628371,-36,-39,0,41,2020-07-02 16:12:06.962169,-88.2
2a7f3f,0,28,76,1,1191997378,0,-45,0,40,2020-07-02 16:12:09.197806,-55.8
2a7f3f,0,28,52,1,1230828227,15,-52,0,41,2020-07-02 16:12:13.069325,-42.3
2a7f3f,0,28,58,1,1268763967,9,-46,0,40,2020-07-02 16:12:16.862974,-47.7
2a7f3f,0,28,51,1,1277563897,0,-46,0,41,2020-07-02 16:12:17.742230,-55.8
02643d,0,28,76,1,1286644549,-41,-46,0,41,2020-07-02 16:12:18.649483,-92.7
2a7f3f,0,28,61,1,1287563172,8,-43,0,40,2020-07-02 16:12:18.748237,-48.6
2a7f3f,0,28,49,1,1307163808,6,-44,0,41,2020-07-02 16:12:20.700996,-50.4
d173cb,0,28,2,1,1307224934,10,-44,0,41,2020-07-02 16:12:20.713625,-46.8
2a7f3f,0,28,5,1,1326363439,1,-44,0,41,2020-07-02 16:12:22.622636,-54.9
d173cb,0,28,20,1,1388424107,5,-44,0,40,2020-07-02 16:12:28.826544,-51.3
2a7f3f,0,28,22,1,1390706760,-2,-42,0,40,2020-07-02 16:12:29.056298,-57.6
2a7f3f,0,28,76,1,1412954423,5,-45,0,41,2020-07-02 16:12:31.282060,-51.3
d173cb,0,28,8,1,1439622568,9,-43,0,41,2020-07-02 16:12:33.943951,-47.7
833f54,0,28,37,1,1452896124,-38,-45,0,41,2020-07-02 16:12:35.275958,-90.0
d173cb,0,28,58,1,1489622886,4,-44,0,41,2020-07-02 16:12:38.946734,-52.2
d173cb,0,28,75,1,1490822464,10,-45,0,40,2020-07-02 16:12:39.075480,-46.8
4b7560,0,28,74,1,1505805140,-17,-45,0,40,2020-07-02 16:12:40.567365,-71.1
a0b851,0,60,18,1,1512807510,-17,-45,0,41,2020-07-02 16:12:41.257119,-71.1
d173cb,0,28,52,1,1515222866,12,-18,0,41,2020-07-02 16:12:41.508018,-45.0
d173cb,0,28,69,1,1516422534,13,-45,0,40,2020-07-02 16:12:41.634750,-44.1
2a7f3f,0,28,53,1,1532091275,7,-45,0,40,2020-07-02 16:12:43.195504,-49.5
2a7f3f,0,28,74,1,1537555524,3,-45,0,41,2020-07-02 16:12:43.739507,-53.1
2a7f3f,0,28,16,1,1574160407,7,-44,0,41,2020-07-02 16:12:47.393280,-49.5
2a7f3f,0,28,1,1,1606723347,14,-43,0,40,2020-07-02 16:12:50.652674,-43.2
8add95,0,28,54,1,1612376744,-37,-42,0,41,2020-07-02 16:12:51.222051,-89.1
2a7f3f,0,28,75,1,1617553058,-1,-45,0,40,2020-07-02 16:12:51.742489,-56.7
d173cb,0,28,2,1,1623223634,14,-47,0,41,2020-07-02 16:12:52.309878,-43.2
2a7f3f,0,28,57,1,1631152169,-3,-44,0,41,2020-07-02 16:12:53.098189,-58.5
4b7560,0,28,74,1,1632055822,-14,-45,0,41,2020-07-02 16:12:53.195066,-68.4
2a7f3f,0,28,76,1,1634354256,0,-45,0,41,2020-07-02 16:12:53.422569,-55.8
2a7f3f,0,28,66,1,1687221331,22,-46,0,41,2020-07-02 16:12:58.707847,-36.0
2a7f3f,0,28,4,1,1720194919,19,-42,0,40,2020-07-02 16:13:02.005241,-38.7
2a7f3f,0,28,16,1,1732388612,3,-46,0,41,2020-07-02 16:13:03.216504,-53.1
2a7f3f,0,28,4,1,1846785472,6,-45,0,41,2020-07-02 16:13:14.664316,-50.4
2a7f3f,0,28,3,1,1861350348,7,-44,0,40,2020-07-02 16:13:16.112450,-49.5
2a7f3f,0,28,9,1,1867361402,6,-46,0,41,2020-07-02 16:13:16.721704,-50.4
2a7f3f,0,28,2,1,1907947413,7,-44,0,40,2020-07-02 16:13:20.779977,-49.5
2a7f3f,0,28,12,1,2012545516,4,-45,0,40,2020-07-02 16:13:31.242165,-52.2
d173cb,0,60,47,1,2094816474,1,-45,0,40,2020-07-02 16:13:39.462214,-54.9
2a7f3f,0,28,74,1,2106083186,3,-44,0,41,2020-07-02 16:13:40.594846,-53.1
ef2ae7,0,28,61,1,2108895780,3,-44,0,41,2020-07-02 16:13:40.874722,-53.1
ef2ae7,0,28,61,1,2109095796,3,-45,0,41,2020-07-02 16:13:40.900722,-53.1
ef2ae7,0,28,17,1,2128067804,7,-46,0,41,2020-07-02 16:13:42.795735,-49.5
d173cb,0,60,51,1,2130415650,8,-44,0,41,2020-07-02 16:13:43.027487,-48.6
ef2ae7,0,28,37,1,2148035081,4,-46,0,41,2020-07-02 16:13:44.789122,-52.2
ef2ae7,0,28,37,1,2148135086,3,-43,0,40,2020-07-02 16:13:44.805551,-53.1
ef2ae7,0,28,43,1,2154309887,5,-47,0,41,2020-07-02 16:13:45.412250,-51.3
ef2ae7,0,28,13,1,2155994994,5,-42,0,42,2020-07-02 16:13:45.590001,-51.3
d173cb,0,60,62,1,2157216262,7,-42,0,41,2020-07-02 16:13:45.712376,-49.5
c17835,0,28,70,1,2165520759,4,-44,0,40,2020-07-02 16:13:46.536255,-52.2
c17835,0,28,23,1,2165930008,4,-46,0,40,2020-07-02 16:13:46.584386,-52.2
c17835,0,28,72,1,2167246817,3,-45,0,40,2020-07-02 16:13:46.722760,-53.1
c17835,0,28,72,1,2167446763,3,-45,0,40,2020-07-02 16:13:46.749137,-53.1
c17835,0,28,48,1,2175197476,8,-50,0,41,2020-07-02 16:13:47.500761,-48.6
2a7f3f,0,28,19,1,2193287812,4,-46,0,41,2020-07-02 16:13:49.315652,-52.2
c17835,0,28,68,1,2195032760,4,-45,0,40,2020-07-02 16:13:49.496898,-52.2
c17835,0,28,68,1,2195132778,5,-47,0,40,2020-07-02 16:13:49.513278,-51.3
c17835,0,28,44,1,2202783748,13,-42,0,41,2020-07-02 16:13:50.264909,-44.1
c17835,0,60,1,1,2206804622,1,-43,0,39,2020-07-02 16:13:50.661030,-54.9
c17835,0,28,1,1,2207004642,1,-45,0,41,2020-07-02 16:13:50.688156,-54.9
2a7f3f,0,28,3,1,2208887682,4,-46,0,41,2020-07-02 16:13:50.881907,-52.2
c17835,0,28,5,1,2211194208,8,-44,0,40,2020-07-02 16:13:51.105658,-48.6
c17835,0,28,7,1,2212980550,4,-46,0,41,2020-07-02 16:13:51.289785,-52.2
c17835,0,28,9,1,2215107390,5,-46,0,40,2020-07-02 16:13:51.502910,-51.3
c17835,0,60,58,1,2216408483,4,-45,0,41,2020-07-02 16:13:51.631792,-52.2
c17835,0,28,58,1,2216608412,5,-49,0,41,2020-07-02 16:13:51.658415,-51.3
c17835,0,28,60,1,2218434314,7,-51,0,40,2020-07-02 16:13:51.842413,-49.5
c17835,0,28,13,1,2218843506,10,-44,0,41,2020-07-02 16:13:51.884798,-46.8
c17835,0,28,62,1,2220619970,1,-36,0,41,2020-07-02 16:13:52.058419,-54.9
2a7f3f,0,28,72,1,2230632300,2,-45,0,40,2020-07-02 16:13:53.048925,-54.0
2a7f3f,0,28,57,1,2262906904,-9,-44,0,42,2020-07-02 16:13:56.276446,-63.9
2a7f3f,0,28,50,1,2271650891,7,-42,0,40,2020-07-02 16:13:57.145402,-49.5
2a7f3f,0,28,67,1,2494301959,3,-44,0,41,2020-07-02 16:14:19.413576,-53.1
