LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-7,-45,12047192,2020-07-13 16:58:52.648146,12,-40.5
b8a8b8,-34,-45,34624174,2020-07-13 16:58:54.907041,66,-84.6
22052d,-7,-44,41665650,2020-07-13 16:58:55.611785,10,-62.1
369322,-30,-46,67286996,2020-07-13 16:58:58.171311,4,-63.9
22052d,-3,-18,138728242,2020-07-13 16:59:05.316376,12,-58.5
4f04ac,-42,-47,166927356,2020-07-13 16:59:08.135650,72,-90.9
369322,-28,-42,181250653,2020-07-13 16:59:09.565160,39,-81.0
22052d,-1,-45,198869202,2020-07-13 16:59:11.330929,25,-56.7
369322,-28,-45,254163176,2020-07-13 16:59:16.860108,17,-81.0
9fb0c6,-43,-46,261651474,2020-07-13 16:59:17.609359,72,-91.8
369322,-26,-46,299615567,2020-07-13 16:59:21.404774,31,-79.2
369322,-29,-45,313450065,2020-07-13 16:59:22.789176,13,-78.3
f1c36b,-43,-46,333674756,2020-07-13 16:59:24.812182,65,-91.8
369322,-28,-46,337289986,2020-07-13 16:59:25.174928,37,-81.0
22052d,-15,-21,384675630,2020-07-13 16:59:29.913219,21,-66.6
b8a8b8,-32,-47,430626778,2020-07-13 16:59:34.506910,67,-84.6
47b364,-26,-34,497383879,2020-07-13 16:59:41.180449,39,-38.7
9f1ebe,-41,-46,535012368,2020-07-13 16:59:44.946237,45,-90.0
ede620,-42,-46,544589981,2020-07-13 16:59:45.904242,23,-85.5
b8a8b8,-34,-45,555027277,2020-07-13 16:59:46.947625,65,-86.4
369322,-27,-44,606857272,2020-07-13 16:59:52.129671,38,-34.2
369322,-27,-46,607856066,2020-07-13 16:59:52.230423,23,-68.4
