x,y,timestamp,LAP
1.6754422402697295,3.108638718793838,2020-07-13 18:03:44.827997,22052d
2.0469259139572533,1.301175757380535,2020-07-13 18:03:45.446217,22052d
1.7226183459773439,1.7676947678093473,2020-07-13 18:03:59.539916,22052d
1.5466473473613305,1.7957089936684447,2020-07-13 18:04:06.454144,22052d
1.1583425964020881,1.9048386631593826,2020-07-13 18:04:12.596886,22052d
1.1590247361531758,1.9047384656521456,2020-07-13 18:04:12.614047,22052d
1.4349621713794292,1.9222495323828186,2020-07-13 18:04:20.198565,22052d
1.6036697588111277,2.0246162030031774,2020-07-13 18:04:28.828274,22052d
1.7677862827783608,1.942020558398173,2020-07-13 18:04:41.625132,22052d
1.8441473797740515,1.916034246080343,2020-07-13 18:04:50.552363,22052d
2.054714183386827,2.092935411586907,2020-07-13 18:04:59.343911,22052d
2.105664461637575,2.126131756604473,2020-07-13 18:05:01.487166,22052d
2.146710080466702,2.1800948427129683,2020-07-13 18:05:03.972491,22052d
2.1476703882044856,2.1841807277437106,2020-07-13 18:05:04.489983,22052d
2.074802673995526,2.338453962939557,2020-07-13 18:05:07.941453,22052d
1.9865164162303905,2.583662842157946,2020-07-13 18:05:20.155183,22052d
1.4616034916260197,2.2999432790916035,2020-07-13 18:05:21.055753,22052d
0.3402168281932536,1.745720885127682,2020-07-13 18:05:22.751737,22052d
0.9485188969875938,1.5876266592326578,2020-07-13 18:05:23.412857,22052d
0.8420391510192223,1.556520076652926,2020-07-13 18:05:25.065656,22052d
0.8167005963119386,1.5562261166399303,2020-07-13 18:05:25.593876,22052d
0.8053263588331459,1.5566701069168012,2020-07-13 18:05:25.837997,22052d
0.6844298401703897,1.561761411899647,2020-07-13 18:05:28.244233,22052d
0.6404710606618257,1.5650020663997997,2020-07-13 18:05:29.062411,22052d
0.6419257886134877,1.56481568707611,2020-07-13 18:05:29.034730,22052d
-0.18841290912887926,1.8151906898623718,2020-07-13 18:05:43.601148,22052d
-0.20981036767289393,1.829658986469271,2020-07-13 18:05:44.024165,22052d
-0.3382531512544463,1.925906965514664,2020-07-13 18:05:46.862186,22052d
-0.37807269151103423,2.0065957089707283,2020-07-13 18:05:48.783937,22052d
0.45458880618631364,2.592667698926764,2020-07-13 18:05:49.710681,22052d
0.44127150120647746,2.594132564133804,2020-07-13 18:05:50.561404,22052d
0.4212296737971497,2.5948376719733863,2020-07-13 18:05:52.001078,22052d
0.3653745079133697,2.6002531875096837,2020-07-13 18:05:55.817899,22052d
0.31925770850247787,2.618903078278905,2020-07-13 18:05:56.906047,22052d
1.8325731968698598,1.7948775247121713,2020-07-13 18:06:06.079993,22052d
1.8238901734512833,1.8273171908814159,2020-07-13 18:06:09.300076,22052d
1.8042581061879268,1.8173247810811313,2020-07-13 18:06:12.126673,22052d
1.7566386325791525,1.7959900462411225,2020-07-13 18:06:17.481418,22052d
1.743008976261536,1.7903814323942484,2020-07-13 18:06:18.717342,22052d
1.4491155705496293,1.6120013278160295,2020-07-13 18:06:21.119848,22052d
-0.5301660305379773,0.8837663144883116,2020-07-13 18:06:24.487226,22052d
0.5777173751025553,1.8490994888681562,2020-07-13 18:06:28.660859,22052d
0.5782246507573716,1.8496071995810657,2020-07-13 18:06:28.664428,22052d
0.7022758269076176,1.975684295271287,2020-07-13 18:06:29.621877,22052d
0.05139072935875103,2.298416945241708,2020-07-13 18:06:30.817545,22052d
0.2700925679020311,2.553393539856905,2020-07-13 18:06:32.661697,22052d
0.858823505999427,2.98811945555334,2020-07-13 18:06:40.679781,22052d
1.0089541941511069,3.039869541085212,2020-07-13 18:06:43.067234,22052d
0.25489104166178744,2.7912968118994073,2020-07-13 18:06:46.394869,22052d
-0.05339549395625601,2.2556780564943093,2020-07-13 18:06:47.451235,22052d
0.031164412030746578,2.7460133457962654,2020-07-13 18:07:02.770690,22052d
0.08144520865197412,2.841670301243606,2020-07-13 18:07:05.855115,22052d
0.16266150442138141,3.1701223679813353,2020-07-13 18:07:13.870770,22052d
0.6379210379976707,3.2058770275033632,2020-07-13 18:07:24.329215,22052d
0.9528629550896621,3.1920607108236982,2020-07-13 18:07:33.361534,22052d
0.9746030936464768,3.1949233518696474,2020-07-13 18:07:33.371080,22052d
1.8883800539014868,3.1625398987746736,2020-07-13 18:07:34.947382,22052d
3.0507891289542926,1.9434208905771475,2020-07-13 18:07:53.197491,22052d
3.050336078464717,1.9429018326920506,2020-07-13 18:07:53.461478,22052d
3.0555616661931193,1.9395071734773244,2020-07-13 18:07:55.167132,22052d
1.4487383162849377,3.278318948692159,2020-07-13 18:07:55.424582,22052d
1.4477463334677287,3.2792270650765842,2020-07-13 18:07:55.446372,22052d
1.4385211497732033,3.282391487054539,2020-07-13 18:07:57.189217,22052d
