LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
369322,-27,-45,62801696,2020-07-13 17:26:46.213650,47,-80.1
22052d,4,-37,123622277,2020-07-13 17:26:52.296455,13,-52.2
22052d,-12,-45,123642305,2020-07-13 17:26:52.299005,13,-52.2
1bf187,-42,-46,198534510,2020-07-13 17:26:59.785398,72,-86.4
369322,-28,-44,201852632,2020-07-13 17:27:00.121152,12,-81.0
22052d,-5,-40,227404388,2020-07-13 17:27:02.673551,6,-50.4
22052d,-3,-45,230766562,2020-07-13 17:27:03.012805,25,-51.3
22052d,5,-48,279820751,2020-07-13 17:27:07.917107,11,-51.3
b8a8b8,-31,-47,342336444,2020-07-13 17:27:14.168157,26,-83.7
369322,-29,-45,359703670,2020-07-13 17:27:15.904171,12,-81.9
b8a8b8,-35,-45,415943684,2020-07-13 17:27:21.528218,68,-87.3
22052d,-6,-43,432889485,2020-07-13 17:27:23.224736,22,-50.4
369322,-26,-44,433153517,2020-07-13 17:27:23.250364,22,-79.2
b8a8b8,-31,-46,453939522,2020-07-13 17:27:25.329017,27,-83.7
22052d,5,-45,460549036,2020-07-13 17:27:25.990387,18,-49.5
22052d,-10,-36,476061354,2020-07-13 17:27:27.541898,2,-64.8
b8a8b8,-34,-45,495943125,2020-07-13 17:27:29.531058,69,-86.4
369322,-28,-43,528906242,2020-07-13 17:27:32.827216,39,-81.0
22052d,0,-50,546610586,2020-07-13 17:27:34.597087,25,-55.8
b8a8b8,-34,-45,548437597,2020-07-13 17:27:34.783346,27,-86.4
369322,-31,-45,554331451,2020-07-13 17:27:35.368225,1,-75.6
369322,-27,-47,568505224,2020-07-13 17:27:36.785982,47,-80.1
369322,-29,-46,570293695,2020-07-13 17:27:36.965859,17,-77.4
22052d,-1,-6,572331860,2020-07-13 17:27:37.171617,19,-56.7
22052d,1,-46,605742338,2020-07-13 17:27:40.511268,21,-54.9
