LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
b8a8b8,-28,-45,10899374,2020-07-13 17:26:41.099672,74,-81.0
b8a8b8,-27,-46,27811920,2020-07-13 17:26:42.789558,75,-80.1
b8a8b8,-26,-45,29813669,2020-07-13 17:26:42.994853,77,-79.2
b8a8b8,-28,-44,47312380,2020-07-13 17:26:44.739711,63,-81.0
b8a8b8,-28,-45,59437886,2020-07-13 17:26:45.954700,75,-81.0
369322,-29,-45,62792067,2020-07-13 17:26:46.291580,15,-81.9
b8a8b8,-28,-45,74213154,2020-07-13 17:26:47.434450,74,-81.0
b8a8b8,-29,-46,107964727,2020-07-13 17:26:50.807348,76,-81.9
22052d,-6,-39,134719966,2020-07-13 17:26:53.483735,8,-42.3
b8a8b8,-27,-45,139414862,2020-07-13 17:26:53.953363,76,-80.1
b8a8b8,-29,-45,146216382,2020-07-13 17:26:54.631611,67,-81.9
b8a8b8,-30,-44,152303327,2020-07-13 17:26:55.241993,73,-82.8
b8a8b8,-30,-45,154614538,2020-07-13 17:26:55.475121,28,-82.8
22052d,-5,-46,178208617,2020-07-13 17:26:57.831879,20,-60.3
b8a8b8,-30,-46,184215817,2020-07-13 17:26:58.433758,26,-76.5
22052d,16,-45,192951380,2020-07-13 17:26:59.309387,19,-41.4
22052d,-5,-44,192971387,2020-07-13 17:26:59.311413,19,-41.4
22052d,-5,-45,193894190,2020-07-13 17:26:59.405520,4,-42.3
b8a8b8,-30,-44,215816225,2020-07-13 17:27:01.594525,26,-79.2
22052d,16,-37,243527042,2020-07-13 17:27:04.363657,22,-41.4
b8a8b8,-31,-44,263417272,2020-07-13 17:27:06.353419,42,-83.7
22052d,-8,-41,279732926,2020-07-13 17:27:07.984309,11,-44.1
b8a8b8,-31,-43,286827696,2020-07-13 17:27:08.693676,34,-81.0
b8a8b8,-31,-38,316615993,2020-07-13 17:27:11.673070,32,-83.7
fefb09,-41,-45,328489532,2020-07-13 17:27:12.860191,44,-90.9
22052d,-7,-39,338155191,2020-07-13 17:27:13.828199,22,-44.1
b8a8b8,-28,-45,344615464,2020-07-13 17:27:14.475587,60,-81.0
b8a8b8,-28,-45,365416913,2020-07-13 17:27:16.554458,65,-81.0
b8a8b8,-30,-45,369418001,2020-07-13 17:27:16.954963,69,-82.8
b8a8b8,-30,-45,373453787,2020-07-13 17:27:17.358588,73,-82.8
b8a8b8,-29,-45,375817453,2020-07-13 17:27:17.596591,28,-81.9
b8a8b8,-30,-45,405418282,2020-07-13 17:27:20.555351,26,-82.8
22052d,-9,-41,406104622,2020-07-13 17:27:20.623116,11,-45.0
22052d,13,-39,439861270,2020-07-13 17:27:23.998492,13,-44.1
214ac6,-31,-44,461106276,2020-07-13 17:27:26.124630,50,-83.7
22052d,13,-46,462635402,2020-07-13 17:27:26.278381,20,-44.1
b8a8b8,-28,-45,470218444,2020-07-13 17:27:27.032148,75,-81.0
b8a8b8,-28,-45,487119638,2020-07-13 17:27:28.724527,76,-81.0
b8a8b8,-31,-42,495417904,2020-07-13 17:27:29.556537,37,-50.4
1d8093,-41,-45,495739204,2020-07-13 17:27:29.589914,69,-90.0
b8a8b8,-31,-46,527419614,2020-07-13 17:27:32.756031,69,-83.7
b8a8b8,-28,-46,567069277,2020-07-13 17:27:36.722451,77,-81.0
22052d,10,-45,572021106,2020-07-13 17:27:37.214429,19,-46.8
b8a8b8,-27,-44,590619261,2020-07-13 17:27:39.075180,69,-80.1
b8a8b8,-31,-45,595418378,2020-07-13 17:27:39.555066,58,-83.7
b8a8b8,-29,-46,596618243,2020-07-13 17:27:39.676455,75,-81.9
22052d,8,-44,598347830,2020-07-13 17:27:39.851433,45,-48.6
22052d,-3,-45,603789622,2020-07-13 17:27:40.394062,19,-49.5
b8a8b8,-28,-46,616220362,2020-07-13 17:27:41.632734,63,-50.4
22052d,10,-43,625597888,2020-07-13 17:27:42.573198,9,-46.8
