LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-8,-45,185100728,2020-07-13 17:26:58.439410,11,-49.5
22052d,-2,-35,413169097,2020-07-13 17:27:21.247546,2,-50.4
22052d,5,-45,455168580,2020-07-13 17:27:25.447710,44,-51.3
22052d,5,-46,462600821,2020-07-13 17:27:26.193454,20,-51.3
22052d,13,-45,507962559,2020-07-13 17:27:30.730347,2,-44.1
22052d,11,-45,518224016,2020-07-13 17:27:31.755493,44,-45.9
22052d,-12,-38,549430567,2020-07-13 17:27:34.876375,12,-49.5
22052d,-19,-45,572018435,2020-07-13 17:27:37.136641,19,-50.4
20f8e1,-41,-44,595990138,2020-07-13 17:27:39.530779,11,-80.1
7482a3,-40,-46,612567252,2020-07-13 17:27:41.187682,12,-83.7
