LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
47b364,-31,-45,2452780,2020-07-13 17:10:17.946881,34,-83.7
22052d,-12,-45,36811470,2020-07-13 17:10:21.383521,21,-66.6
78ce17,-39,-44,126929394,2020-07-13 17:10:30.393783,32,-83.7
22052d,-10,-45,133690791,2020-07-13 17:10:31.068286,23,-64.8
22052d,-5,-31,153452301,2020-07-13 17:10:33.047043,11,-60.3
22052d,-5,-46,162071568,2020-07-13 17:10:33.909416,4,-60.3
22052d,-20,-43,168422856,2020-07-13 17:10:34.543428,42,-68.4
22052d,-7,-42,176258741,2020-07-13 17:10:35.329550,18,-52.2
22052d,-9,-47,194889425,2020-07-13 17:10:37.191445,21,-63.9
22052d,-8,-45,217289305,2020-07-13 17:10:39.430686,75,-63.0
22052d,-8,-40,243428426,2020-07-13 17:10:42.044187,22,-63.0
22052d,-11,-45,327050470,2020-07-13 17:10:50.406584,74,-65.7
22052d,-5,-40,340896195,2020-07-13 17:10:51.790711,9,-60.3
22052d,-7,-44,348920448,2020-07-13 17:10:52.591354,17,-57.6
44f11e,-41,-45,362951513,2020-07-13 17:10:53.992464,31,-86.4
e9a808,-41,-45,369212177,2020-07-13 17:10:54.624097,69,-76.5
22052d,5,-45,381413697,2020-07-13 17:10:55.843098,2,-51.3
22052d,-5,-45,414258869,2020-07-13 17:10:59.127367,19,-54.9
22052d,-6,-45,435719768,2020-07-13 17:11:01.275379,9,-57.6
0f06d8,-42,-46,493051924,2020-07-13 17:11:07.007998,3,-89.1
22052d,-13,-44,518980645,2020-07-13 17:11:09.598877,29,-64.8
22052d,-21,-45,564520027,2020-07-13 17:11:14.152389,43,-63.0
22052d,-6,-46,581288507,2020-07-13 17:11:15.830897,44,-61.2
