LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,20,-44,85082965,2020-07-13 17:14:00.141911,69,-37.8
22052d,22,-39,114760009,2020-07-13 17:14:03.106666,67,-36.0
22052d,17,-44,142759339,2020-07-13 17:14:05.904423,16,-40.5
d430f2,-33,-37,164775984,2020-07-13 17:14:08.109053,38,-85.5
22052d,-11,-45,202714775,2020-07-13 17:14:11.901936,76,-38.7
22052d,-8,-41,267115833,2020-07-13 17:14:18.343467,14,-43.2
22052d,-13,-45,282788884,2020-07-13 17:14:19.911078,77,-40.5
e06cb0,-41,-45,323930250,2020-07-13 17:14:24.023719,55,-79.2
edc83c,-41,-46,445975357,2020-07-13 17:14:36.227743,19,-92.7
22052d,20,-44,485106572,2020-07-13 17:14:40.143628,74,-37.8
22052d,20,-45,514967499,2020-07-13 17:14:43.127761,25,-37.8
22052d,-6,-46,521912645,2020-07-13 17:14:43.817512,16,-44.1
68eb82,-39,-42,528084364,2020-07-13 17:14:44.440637,54,-88.2
bace69,-35,-39,639133441,2020-07-13 17:14:55.543036,70,-87.3
