LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
214ac6,-23,-34,61997072,2020-07-13 17:29:15.496454,30,-66.6
214ac6,-26,-44,89120745,2020-07-13 17:29:18.208582,73,-79.2
9c2d78,-41,-45,123436482,2020-07-13 17:29:21.643093,60,-81.0
758efa,-41,-44,179147147,2020-07-13 17:29:27.209499,5,-91.8
214ac6,-26,-44,221996124,2020-07-13 17:29:31.495742,32,-79.2
214ac6,-31,-44,230552572,2020-07-13 17:29:32.352490,25,-83.7
214ac6,-28,-48,234147797,2020-07-13 17:29:32.716116,76,-81.0
214ac6,-26,-44,272322456,2020-07-13 17:29:36.527001,35,-79.2
214ac6,-26,-43,294828337,2020-07-13 17:29:38.782024,42,-79.2
636612,-42,-46,306347146,2020-07-13 17:29:39.935633,69,-92.7
214ac6,-27,-45,328247397,2020-07-13 17:29:42.124397,12,-80.1
214ac6,-29,-41,338322222,2020-07-13 17:29:43.131645,22,-81.9
952962,-29,-45,347863586,2020-07-13 17:29:44.083408,0,-81.9
952962,-29,-45,347927644,2020-07-13 17:29:44.091040,0,-81.9
214ac6,-32,-45,378423206,2020-07-13 17:29:47.138650,15,-74.7
952962,-27,-44,379501717,2020-07-13 17:29:47.247526,0,-79.2
22052d,12,-43,381431623,2020-07-13 17:29:47.446777,2,-45.0
214ac6,-28,-46,386511512,2020-07-13 17:29:47.949279,23,-81.0
952962,-27,-45,411079006,2020-07-13 17:29:50.405032,0,-80.1
214ac6,-25,-34,417598977,2020-07-13 17:29:51.056037,38,-78.3
2e81f5,-29,-44,418029259,2020-07-13 17:29:51.099786,23,-81.9
87b93b,-17,-43,420592389,2020-07-13 17:29:51.358161,57,-71.1
214ac6,-26,-40,424946128,2020-07-13 17:29:51.793662,14,-79.2
214ac6,-26,-47,436646649,2020-07-13 17:29:52.964666,73,-79.2
952962,-28,-46,442576799,2020-07-13 17:29:53.553667,0,-67.5
952962,-27,-40,442740874,2020-07-13 17:29:53.571172,0,-80.1
214ac6,-29,-43,449854902,2020-07-13 17:29:54.281047,23,-81.9
214ac6,-24,-45,458722347,2020-07-13 17:29:55.164794,16,-77.4
214ac6,-1,-44,460954558,2020-07-13 17:29:55.395796,50,-56.7
214ac6,-25,-42,464546366,2020-07-13 17:29:55.750422,22,-49.5
952962,-25,-45,474076701,2020-07-13 17:29:56.703323,0,-78.3
214ac6,-29,-45,497047933,2020-07-13 17:29:59.001303,7,-81.0
22052d,15,-45,500141487,2020-07-13 17:29:59.314553,26,-42.3
22052d,-15,-45,502974456,2020-07-13 17:29:59.595932,13,-45.0
214ac6,-28,-45,503748718,2020-07-13 17:29:59.672193,77,-81.0
952962,-26,-45,505802953,2020-07-13 17:29:59.879197,0,-78.3
214ac6,-26,-38,512246616,2020-07-13 17:30:00.523577,38,-79.2
214ac6,-27,-46,532734180,2020-07-13 17:30:02.568310,11,-80.1
214ac6,-30,-45,542741614,2020-07-13 17:30:03.572567,21,-82.8
214ac6,-29,-44,545935658,2020-07-13 17:30:03.890692,40,-81.9
22052d,-14,-45,557484630,2020-07-13 17:30:05.046569,20,-45.0
952962,-34,-44,568890204,2020-07-13 17:30:06.184571,0,-86.4
952962,-34,-45,568966176,2020-07-13 17:30:06.194492,0,-83.7
7040fc,-42,-45,574484352,2020-07-13 17:30:06.748451,53,-91.8
214ac6,-24,-44,577123220,2020-07-13 17:30:07.009946,8,-77.4
214ac6,-16,-45,584546846,2020-07-13 17:30:07.750696,63,-69.3
214ac6,-30,-44,587928054,2020-07-13 17:30:08.092449,3,-82.8
214ac6,-30,-45,598730733,2020-07-13 17:30:09.174719,77,-82.8
214ac6,-28,-38,607121710,2020-07-13 17:30:10.011574,38,-76.5
214ac6,-28,-44,625346828,2020-07-13 17:30:11.835712,9,-81.0
952962,-33,-45,632339568,2020-07-13 17:30:12.532210,0,-84.6
214ac6,-24,-32,633599642,2020-07-13 17:30:12.659713,17,-77.4
