LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
369322,-30,-44,105746663,2020-07-13 17:29:19.831252,74,-82.8
365c20,-42,-45,229722540,2020-07-13 17:29:32.229950,40,-87.3
2e81f5,-24,-43,290781594,2020-07-13 17:29:38.333864,6,-77.4
214ac6,-30,-44,315480398,2020-07-13 17:29:40.803498,15,-82.8
952962,-32,-44,316379302,2020-07-13 17:29:40.895252,0,-83.7
22052d,5,0,330347070,2020-07-13 17:29:42.288136,14,-51.3
2e81f5,-22,-42,338017262,2020-07-13 17:29:43.061769,22,-75.6
952962,-33,-46,347991197,2020-07-13 17:29:44.053400,0,-81.0
d368a7,-42,-47,360536149,2020-07-13 17:29:45.310165,76,-92.7
22052d,3,-45,381307154,2020-07-13 17:29:47.390040,2,-53.1
214ac6,-26,-42,410206536,2020-07-13 17:29:50.272683,15,-79.2
214ac6,-31,-43,470199836,2020-07-13 17:29:56.277970,75,-83.7
22052d,-14,-44,502849498,2020-07-13 17:29:59.540619,13,-51.3
952962,-25,-45,537553970,2020-07-13 17:30:03.007885,0,-78.3
22052d,7,-46,557328547,2020-07-13 17:30:04.996773,20,-49.5
952962,-27,-45,600551344,2020-07-13 17:30:09.312426,0,-80.1
214ac6,-31,-43,605804866,2020-07-13 17:30:09.835928,21,-83.7
22052d,-12,-39,619559254,2020-07-13 17:30:11.214310,3,-49.5
952962,-27,-46,632063422,2020-07-13 17:30:12.463065,0,-49.5
952962,-27,-45,632203489,2020-07-13 17:30:12.478066,0,-49.5
