LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
1df546,-24,-40,418453,2020-07-13 17:17:36.845653,32,-77.4
b53b6a,-26,-44,3335640,2020-07-13 17:17:37.145658,19,-49.5
22052d,-5,-44,54691623,2020-07-13 17:17:42.284564,7,-58.5
22052d,1,-44,68527602,2020-07-13 17:17:43.669712,21,-54.9
22052d,-5,-31,75560743,2020-07-13 17:17:44.372701,12,-60.3
5465ac,-41,-46,139272077,2020-07-13 17:17:50.742609,76,-92.7
a45aa4,-37,-41,148802693,2020-07-13 17:17:51.694742,54,-89.1
87069c,-42,-46,333270926,2020-07-13 17:18:10.142356,33,-90.9
f0e205,-42,-45,337006930,2020-07-13 17:18:10.518853,5,-89.1
f810b9,-40,-44,349947410,2020-07-13 17:18:11.813614,2,-90.9
22052d,-4,-45,541507974,2020-07-13 17:18:30.966355,4,-59.4
22052d,-13,-46,565218904,2020-07-13 17:18:33.336007,28,-64.8
