LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,14,-44,27712415,2020-07-13 17:20:22.789895,75,-43.2
22052d,15,-44,43024584,2020-07-13 17:20:24.321663,27,-42.3
22052d,16,-44,71398728,2020-07-13 17:20:27.161058,8,-41.4
22052d,-3,-45,123126844,2020-07-13 17:20:32.333832,28,-44.1
22052d,-13,-44,181191406,2020-07-13 17:20:38.138744,7,-42.3
369322,-33,-44,181232622,2020-07-13 17:20:38.142532,39,-42.3
22052d,17,-45,196833815,2020-07-13 17:20:39.705005,23,-40.5
22052d,-10,-45,202651698,2020-07-13 17:20:40.286756,76,-45.9
22052d,-13,-45,226727303,2020-07-13 17:20:42.696023,21,-41.4
22052d,16,-39,283819865,2020-07-13 17:20:48.401809,15,-41.4
22052d,14,-43,326007009,2020-07-13 17:20:52.622328,10,-43.2
22052d,-9,-45,351049248,2020-07-13 17:20:55.128848,19,-43.2
22052d,13,-40,376406088,2020-07-13 17:20:57.663750,13,-44.1
369322,-30,-45,383495014,2020-07-13 17:20:58.373364,4,-82.8
22052d,14,-45,389278814,2020-07-13 17:20:58.949875,10,-43.2
22052d,-8,-45,499308222,2020-07-13 17:21:09.953057,41,-51.3
22052d,-6,-44,530434268,2020-07-13 17:21:13.063721,9,-43.2
a5605d,-26,-44,568481996,2020-07-13 17:21:16.868859,47,-79.2
22052d,15,-42,571102419,2020-07-13 17:21:17.133601,2,-42.3
22052d,17,-43,623549751,2020-07-13 17:21:22.375505,7,-40.5
