LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
71dae6,-41,-47,153441813,2020-07-13 17:11:46.769923,11,-90.0
22052d,1,-39,313399344,2020-07-13 17:12:02.765397,13,-54.9
369322,-34,-45,320284623,2020-07-13 17:12:03.455671,4,-86.4
861b65,-36,-39,346285987,2020-07-13 17:12:06.055187,30,-85.5
dff801,-42,-45,388625316,2020-07-13 17:12:10.288193,25,-90.9
22052d,-14,-45,391827256,2020-07-13 17:12:10.609698,44,-59.4
0172e5,-42,-47,426415392,2020-07-13 17:12:14.064970,63,-86.4
22052d,1,-46,439721020,2020-07-13 17:12:15.399740,13,-54.9
22052d,-1,-42,450594687,2020-07-13 17:12:16.487990,8,-56.7
66c7e6,-40,-44,512225962,2020-07-13 17:12:22.650146,38,-83.7
22052d,6,-45,548443722,2020-07-13 17:12:26.272415,27,-50.4
22052d,-3,-13,574920059,2020-07-13 17:12:28.922431,6,-58.5
7de23f,-42,-45,597430900,2020-07-13 17:12:31.171469,60,-89.1
22052d,-16,-46,598273509,2020-07-13 17:12:31.258079,45,-67.5
