LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
47b364,-28,-42,9998730,2020-07-13 17:11:32.307707,57,-81.0
47b364,-26,-45,37493081,2020-07-13 17:11:35.058476,53,-79.2
b8a8b8,-28,-45,44435844,2020-07-13 17:11:35.750601,76,-81.0
b8a8b8,-32,-46,58911775,2020-07-13 17:11:37.198351,43,-79.2
22052d,-6,-38,104898572,2020-07-13 17:11:41.796250,10,-53.1
b8a8b8,-30,-45,137764485,2020-07-13 17:11:45.086015,27,-82.8
47b364,-27,-45,181681486,2020-07-13 17:11:49.472662,71,-80.1
b36285,-41,-46,274788894,2020-07-13 17:11:58.785952,69,-90.0
b8a8b8,-28,-44,317114979,2020-07-13 17:12:03.018465,64,-81.0
b8a8b8,-32,-45,360239397,2020-07-13 17:12:07.333110,44,-56.7
22052d,6,-43,372725848,2020-07-13 17:12:08.581363,9,-50.4
47b364,-26,-45,384258535,2020-07-13 17:12:09.733750,68,-79.2
b8a8b8,-29,-45,430465395,2020-07-13 17:12:14.355639,67,-81.9
b8a8b8,-26,-46,438742941,2020-07-13 17:12:15.183641,75,-79.2
b8a8b8,-27,-46,440405055,2020-07-13 17:12:15.351642,77,-80.1
22052d,6,-45,447999871,2020-07-13 17:12:16.111525,21,-50.4
b8a8b8,-30,-44,476840136,2020-07-13 17:12:18.993284,66,-82.8
b8a8b8,-27,-46,487155535,2020-07-13 17:12:20.033161,76,-80.1
b8a8b8,-32,-45,585232021,2020-07-13 17:12:29.829832,48,-84.6
b8a8b8,-30,-44,612043985,2020-07-13 17:12:32.514222,59,-82.8
b8a8b8,-24,-38,615281721,2020-07-13 17:12:32.835467,78,-77.4
