LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-11,-45,7864856,2020-07-13 16:56:11.483882,55,-44.1
22052d,19,-7,56371278,2020-07-13 16:56:16.341512,56,-38.7
fa2e57,-41,-46,83046935,2020-07-13 16:56:19.007282,67,-91.8
369322,-33,-44,96275706,2020-07-13 16:56:20.328659,17,-85.5
22052d,18,12,187070626,2020-07-13 16:56:29.408424,13,-39.6
8fe077,-39,-42,218207140,2020-07-13 16:56:32.523361,60,-90.9
47b364,-31,-45,282071519,2020-07-13 16:56:38.907700,45,-79.2
22052d,14,-46,319604725,2020-07-13 16:56:42.660452,51,-43.2
22052d,-14,-46,319624716,2020-07-13 16:56:42.663011,51,-43.2
27d985,-41,-46,396148930,2020-07-13 16:56:50.314722,1,-91.8
22052d,-19,-46,427885678,2020-07-13 16:56:53.487611,1,-40.5
22052d,16,-45,455830353,2020-07-13 16:56:56.283866,29,-41.4
556db9,-38,-42,519836850,2020-07-13 16:57:02.684746,14,-86.4
22052d,17,-46,553327788,2020-07-13 16:57:06.033016,16,-40.5
22052d,18,-45,587290496,2020-07-13 16:57:09.429394,50,-39.6
22052d,16,-45,600314766,2020-07-13 16:57:10.730897,47,-41.4
