LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
ce5fa5,-21,-45,2897936,2020-07-13 16:56:10.958796,66,-74.7
22052d,-1,-46,26210170,2020-07-13 16:56:13.290439,26,-56.7
22052d,-1,-45,76584682,2020-07-13 16:56:18.329360,29,-43.2
b8a8b8,-35,-45,84818137,2020-07-13 16:56:19.151248,69,-87.3
22052d,-11,-44,102341540,2020-07-13 16:56:20.902507,23,-65.7
52fbb4,-42,-48,122171476,2020-07-13 16:56:22.886155,43,-40.5
ce5fa5,-26,-46,131641803,2020-07-13 16:56:23.835294,21,-79.2
b8a8b8,-34,-44,201101268,2020-07-13 16:56:30.779605,27,-86.4
22052d,-2,-44,263457445,2020-07-13 16:56:37.015054,42,-57.6
b8a8b8,-31,-45,273212632,2020-07-13 16:56:37.992294,52,-83.7
22052d,-9,-15,300777118,2020-07-13 16:56:40.744948,16,-63.9
b8a8b8,-34,-45,390844351,2020-07-13 16:56:49.755021,59,-52.2
d83a6a,-40,-44,418739040,2020-07-13 16:56:52.541046,55,-84.6
47b364,-28,-42,432379042,2020-07-13 16:56:53.908064,37,-78.3
47b364,-28,-45,447189624,2020-07-13 16:56:55.387829,36,-32.4
561b5f,-38,-40,489417381,2020-07-13 16:56:59.609867,31,-86.4
22052d,-13,-46,540784250,2020-07-13 16:57:04.748291,19,-67.5
22052d,-3,-48,587341401,2020-07-13 16:57:09.402950,50,-58.5
