LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,8,-45,67457602,2020-07-13 16:52:25.370074,4,-48.6
22052d,-15,-45,149211430,2020-07-13 16:52:33.544252,7,-69.3
22052d,11,-44,151230123,2020-07-13 16:52:33.747883,9,-45.9
ff01e8,-41,-44,158544599,2020-07-13 16:52:34.476765,32,-91.8
22052d,-7,-43,174224618,2020-07-13 16:52:36.049649,16,-48.6
22052d,-9,-44,368734106,2020-07-13 16:52:55.499515,5,-49.5
22052d,12,-45,435750887,2020-07-13 16:53:02.199923,9,-45.0
214ac6,-31,-46,447074436,2020-07-13 16:53:03.330305,36,-49.5
22052d,7,-45,563235564,2020-07-13 16:53:14.948127,26,-49.5
47b364,-29,-46,671463334,2020-07-13 16:53:25.767313,55,-81.9
