LAP,rssi_max,rssi_min,clk100ns,timestamp,channel,signal
22052d,-2,-43,22357844,2020-07-13 16:52:20.867342,22,-51.3
22052d,7,-46,40849544,2020-07-13 16:52:22.716865,25,-49.5
47b364,-28,-46,60218704,2020-07-13 16:52:24.653747,60,-81.0
22052d,7,-44,79263186,2020-07-13 16:52:26.555270,16,-49.5
47b364,-24,-45,149944434,2020-07-13 16:52:33.625211,39,-77.4
369322,-34,-46,165598031,2020-07-13 16:52:35.190839,23,-68.4
9ffe5f,-42,-47,211442395,2020-07-13 16:52:39.776636,69,-92.7
8ababe,-28,-46,318399195,2020-07-13 16:52:50.472479,2,-81.0
22052d,5,-43,435834218,2020-07-13 16:53:02.216710,9,-51.3
b8a8b8,-33,-45,460941448,2020-07-13 16:53:04.726488,50,-85.5
22052d,5,-40,511620894,2020-07-13 16:53:09.794153,6,-51.3
369322,-27,-44,517735901,2020-07-13 16:53:10.406917,12,-80.1
47b364,-34,-45,537146030,2020-07-13 16:53:12.346807,47,-86.4
22052d,3,-45,539433434,2020-07-13 16:53:12.578682,2,-53.1
22052d,-7,-45,556102219,2020-07-13 16:53:14.242947,3,-52.2
22052d,-6,-45,562036604,2020-07-13 16:53:14.836206,9,-61.2
22052d,6,-47,563468329,2020-07-13 16:53:14.982205,26,-50.4
22052d,-11,-45,566337195,2020-07-13 16:53:15.264207,13,-54.0
22052d,-6,-46,625311860,2020-07-13 16:53:21.162630,9,-53.1
22052d,-1,-44,654225947,2020-07-13 16:53:24.054534,22,-51.3
